都道府県,市区町村,店舗名・施設名,分類,説明・狙い目,公式サイト,Googleマップ,関連リンク1タイトル,関連リンク1URL,関連リンク2タイトル,関連リンク2URL,関連リンク3タイトル,関連リンク3URL
東京都,江戸川区,小島町二丁目団地ショッピングセンター,現存する団地商店街,小島町二丁目団地4〜6号棟の1階に店舗区画が連続し、衣服直し、食品、飲食、理美容、写真、整骨などの店舗が現行一覧に掲載されている。狙い目は号棟ごとに分かれる店舗棟と団地内通路。,https://kojima2.com/shop/,,,,,,,
東京都,町田市,鶴川団地センター名店街,現存する団地商店街,鶴川団地中央広場を囲む1階店舗群。食品、酒、飲食、理美容、郵便局などの店舗一覧があり、2025年の現地ガイドでも営業と祭りを確認できる。狙い目は広場を囲む店舗配置、アーケード、昔からの酒屋・八百屋。,https://www.turukawa.com/map/index.html,,鶴川団地センター名店街・セントラル商店街訪問記,https://www.timeout.jp/tokyo/ja/things-to-do/things-to-do-in-tsurukawadanchi,昭和の香りのする商店街訪問記,https://www.odakyu.biz/7623,,
東京都,町田市,鶴川団地セントラル商店街,現存する団地商店街,1969年開業の鶴川団地中心商業施設。商店街公式サイトが現行店舗、祭り、空き店舗を活用したコミュニティ活動を案内している。狙い目はセンター名店街と道路を挟んで向かい合うアーケードと店舗棟。,https://www.central1969.com/,,鶴川団地センター名店街・セントラル商店街訪問記,https://www.timeout.jp/tokyo/ja/things-to-do/things-to-do-in-tsurukawadanchi,,,,
東京都,多摩市,諏訪団地名店街,現存する団地商店街,諏訪団地の遊歩道沿いに残る名店街。英国風ブックカフェなどの新規利用が入り、再生中の商業区画として確認できる。狙い目は団地の一角に沿う遊歩道、店舗前の広場、用途転換された区画。,https://tamashi-oka.jp/story/puddleby,,諏訪・永山団地の商店街イベント資料,https://www.ur-net.go.jp/news/hndcds0000005rlr-att/chirashi001.pdf,,,,
神奈川県,横浜市旭区,左近山ショッピングセンター,現存する団地商店街,左近山団地一街区の1階にある生活商業施設。公式サイトが20〜21店舗の飲食・物販・医療等と団地商店連合会の活動を案内している。狙い目は店舗一覧に対応する長屋状の店舗棟と団地広場。,https://www.sakonyama-danchi.com/,,,,,,,
神奈川県,横浜市泉区・大和市,いちょう団地いちょうマート・いちょうショッピングセンター,現存する団地商店街,いちょう団地32号棟1階のいちょうマートと、横浜市泉区・大和市側のいちょうショッピングセンターに、アジア食品店、衣料店、薬局、飲食店等が営業している。狙い目は案内看板、屋内通路、団地1階店舗と多文化商業の連続。,https://www.klnet.pref.kanagawa.jp/yokohama/uploads/2024/04/R6_teamA4-lib-kanagawa.pdf,,いちょう団地ショッピングセンターの店舗記事,https://www.yamatopi.jp/open-close/menyautida-20221225.html,いちょう団地の商業施設訪問・写真調査,https://friday.kodansha.co.jp/article/56626,,
東京都,稲城市,平尾団地商店街,現存する団地商店街,平尾住宅内の商店街。稲城市公式が商店会を現行一覧に掲載し、スーパー閉店後も新スーパー、飲食店、郵便局、出張所等が商業区画を支えている。狙い目は平尾団地商店街広場、店舗棟、閉店後に用途転換された区画。,https://www.city.inagi.tokyo.jp/sangyo/shogyo/1005423.html,,平尾団地商店街のスーパー訪問記,https://inagi-city.com/?p=9815,平尾住宅の現行商業施設案内,https://www.to-kousya.or.jp/chintai/news/250417.html,スーパーヤマザキ平尾店閉店記録,https://tama-inagi.goguynet.jp/2022/09/27/superyamazakihirao_heiten/
千葉県,習志野市,袖ヶ浦団地ショッピングセンター,現存する団地商店街,袖ヶ浦団地敷地内の商店街。UR現行案内がスーパー、パン店、郵便局、薬局等を確認し、個人訪問記も店舗と建物を記録している。狙い目は店舗棟、共用駐車場、広場、空き店舗を活用した交流拠点。,https://www.ur-net.go.jp/chintai/kanto/chiba/30_1551_report.html,,袖ヶ浦団地ショッピングセンター訪問記,https://anagurachannel.com/2023/03/18/sodegaurasyoppingusentaa/,,,,
大阪府,大阪市住之江区,住吉団地商店街,現存する団地商店街,URの現行テナント情報が15店舗を掲載し、飲食、洋菓子、精肉、生花、額縁・画材、整骨、美容等の営業を確認できる。狙い目は団地1階の店舗棟、住棟に囲まれたプロムナード、隣接スーパーとの位置関係。,https://www.ur-net.go.jp/urtenant/west/80_136.html,,,,,,,
大阪府,豊中市,新千里南町近隣センター,近隣センター,千里ニュータウン新千里南町の住区商業区画。みんとしょ・カフェ・交流拠点など空室を活用した再生が進み、旧来の店舗機能と地域活動が併存する。狙い目は広場、空室活用区画、住棟との歩行者動線。,https://toshiseibi.org/renkei/new-town/kinrincenter,,新千里南町近隣センターのマルシェ訪問記,https://toyo-2.jp/archives/post-57280.html,,,,
京都府,京都市,洛西タウンセンター・ラクセーヌ専門店街,ショッピングセンター,洛西ニュータウン中央の商業拠点で、専門店街の全面リニューアル後にスーパー・専門店・医療モールが営業する。狙い目はラクセーヌ専門店街の店舗配置、広場、ニュータウンの公共施設と商業棟の接続。,https://www.city.kyoto.lg.jp/tokei/cmsfiles/contents/0000312/312065/torimatome.pdf,,洛西ニュータウン創生推進委員会の訪問・イベント記録,https://rakusainewtown.jimdofree.com/%E3%82%A4%E3%83%99%E3%83%B3%E3%83%88/,,,,
広島県,広島市佐伯区,美鈴モール商店街,団地商店街,美鈴が丘団地の中心に計画されたスペイン風意匠の商店街。スーパーや個人店、飲食店が団地の生活を支え、現在も店舗と地域サービスが残る。狙い目はモール状の通路、看板、昔から続く店舗、団地住棟との位置関係。,,,美鈴が丘団地の概要,https://misuzugaoka.net/?page_id=31,美鈴が丘団地の街区,https://misuzugaoka.net/?page_id=68,,
福岡県,福岡市早良区,星の原団地商店街,団地商店街,星の原団地の建物1階にスーパー・青果店・整骨院などが集まる商店街。団地内で日常の買い物が完結し、団地カフェなど交流活動も行われている。狙い目は1階の連続店舗、アーケード状の動線、住棟と商店街の接続。,https://www.ur-net.go.jp/chintai/sp/kyushu/fukuoka/90_0790_report.html,,,,,,,
福岡県,福岡市東区,箱崎三丁目団地商店街,団地商店街,箱崎三丁目団地31号棟1階に青果・輸入食材・飲食・理美容・医療など7店舗が営業する店舗棟。狙い目は住棟低層部の店舗配置、団地出入口から商店街への動線、周辺箱崎商店街との関係。,https://www.ur-net.go.jp/chintai/sp/kyushu/fukuoka/90_0960_report.html,,,,,,,
福岡県,北九州市小倉北区,金田一丁目団地商店街,団地商店街,金田一丁目団地6号棟1階の店舗区画に惣菜店・デイサービス・薬局・ヘアサロンなどが並び、惣菜店を核に交流や再生が進む。狙い目は広場に面した店舗棟、空き区画の改修、団地住民の居場所としての使われ方。,https://www.ur-net.go.jp/chintai/kyushu/fukuoka/90_0840_report.html,,,,団地のリビング・惣菜店の取材,https://www.ur-net.go.jp/aboutus/publication/web-urpress74/special2.html,,
兵庫県,神戸市垂水区,明舞団地センター,ショッピングセンター,明舞団地中央の商業施設群で、KOHYO、銀行、郵便局、ドラッグストア、クリニックなどが営業し、団地再生・交流機能と一体化している。狙い目は明舞センターの店舗棟、商業施設と団地広場・行政サービスの接続。,https://www.ur-net.go.jp/chintai/sp/kansai/hyogo/80_1300_report.html,,明舞団地のまちづくり情報発信基地,https://meimai.hyogo-jkc.or.jp/about.html,兵庫県住宅供給公社の貸店舗一覧,https://hyogo-jk.or.jp/office,,
