都道府県,市区町村,店舗名・施設名,分類,関連リンク1タイトル,関連リンク1URL,関連リンク2タイトル,関連リンク2URL,関連リンク3タイトル,関連リンク3URL,説明・狙い目,公式サイト,Googleマップ,雰囲気,公式検索,地図検索名,参照
岡山県,玉野市,宇野港フェリーターミナル周辺,フェリー・港湾,,,,,,,港湾・待合・空地が連続。,https://www.shodoshima-ferry.co.jp/,https://www.google.com/maps/search/?api=1&query=%E5%AE%87%E9%87%8E%E6%B8%AF%E3%83%95%E3%82%A7%E3%83%AA%E3%83%BC%E3%82%BF%E3%83%BC%E3%83%9F%E3%83%8A%E3%83%AB%E5%91%A8%E8%BE%BA%20%E5%B2%A1%E5%B1%B1%E7%9C%8C%20%E7%8E%89%E9%87%8E%E5%B8%82,リミナル,,,公式サイト：https://www.shodoshima-ferry.co.jp/
愛媛県,松山市,松山観光港ターミナル,フェリー・港湾,,,,,,,大きな待合と海への動線。,https://www.kankoko.com/,https://www.google.com/maps/search/?api=1&query=%E6%9D%BE%E5%B1%B1%E8%A6%B3%E5%85%89%E6%B8%AF%E3%82%BF%E3%83%BC%E3%83%9F%E3%83%8A%E3%83%AB%20%E6%84%9B%E5%AA%9B%E7%9C%8C%20%E6%9D%BE%E5%B1%B1%E5%B8%82,リミナル,,,公式サイト：https://www.kankoko.com/
大分県,別府市,別府国際観光港フェリーターミナル,フェリー・港湾,,,,,,,観光地の港湾ターミナル。,http://www.ferry-sunflower.co.jp/,https://www.google.com/maps/search/?api=1&query=%E5%88%A5%E5%BA%9C%E5%9B%BD%E9%9A%9B%E8%A6%B3%E5%85%89%E6%B8%AF%E3%83%95%E3%82%A7%E3%83%AA%E3%83%BC%E3%82%BF%E3%83%BC%E3%83%9F%E3%83%8A%E3%83%AB%20%E5%A4%A7%E5%88%86%E7%9C%8C%20%E5%88%A5%E5%BA%9C%E5%B8%82,バックルーム,,,公式サイト：http://www.ferry-sunflower.co.jp/
鹿児島県,鹿児島市,鹿児島新港フェリーターミナル,フェリー・港湾,,,,,,,長距離航路の待合。,http://www.aline-ferry.com/kagoshima/access.html,https://www.google.com/maps/search/?api=1&query=%E9%B9%BF%E5%85%90%E5%B3%B6%E6%96%B0%E6%B8%AF%E3%83%95%E3%82%A7%E3%83%AA%E3%83%BC%E3%82%BF%E3%83%BC%E3%83%9F%E3%83%8A%E3%83%AB%20%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C%20%E9%B9%BF%E5%85%90%E5%B3%B6%E5%B8%82,バックルーム,,,公式サイト：http://www.aline-ferry.com/kagoshima/access.html
神奈川県,横須賀市,東京九州フェリー 横須賀フェリーターミナル,ターミナル・展望施設,,,,,,,巨大待合・乗船前後の空間。夜便との相性が高い。,https://tqf.co.jp/embark/,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E4%B9%9D%E5%B7%9E%E3%83%95%E3%82%A7%E3%83%AA%E3%83%BC%20%E6%A8%AA%E9%A0%88%E8%B3%80%E3%83%95%E3%82%A7%E3%83%AA%E3%83%BC%E3%82%BF%E3%83%BC%E3%83%9F%E3%83%8A%E3%83%AB%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E6%A8%AA%E9%A0%88%E8%B3%80%E5%B8%82%E6%96%B0%E6%B8%AF%E7%94%BA11-4,モールコア,,,公式サイト：https://tqf.co.jp/embark/
北海道,小樽市,新日本海フェリー 小樽ターミナル,ターミナル・展望施設,,,,,,,フェリー待合・長い移動動線・夜間照明。,http://www.snf.jp/,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E6%97%A5%E6%9C%AC%E6%B5%B7%E3%83%95%E3%82%A7%E3%83%AA%E3%83%BC%20%E5%B0%8F%E6%A8%BD%E3%82%BF%E3%83%BC%E3%83%9F%E3%83%8A%E3%83%AB%20%E5%8C%97%E6%B5%B7%E9%81%93%E5%B0%8F%E6%A8%BD%E5%B8%82%E7%AF%89%E6%B8%AF7-2%20%E5%8B%9D%E7%B4%8D%E5%9F%A0%E9%A0%AD,モールコア,,,公式サイト：http://www.snf.jp/
大阪府,大阪市,天保山渡船場,市営渡船・待合施設,,,,,,,一般利用。道路扱いの無料渡船に実際に乗れる。,http://www.city.osaka.lg.jp/kensetsu/page/0000011249.html,https://www.google.com/maps/search/?api=1&query=%E5%A4%A9%E4%BF%9D%E5%B1%B1%E6%B8%A1%E8%88%B9%E5%A0%B4%20%E5%A4%A7%E9%98%AA%E5%BA%9C%20%E5%A4%A7%E9%98%AA%E5%B8%82,見学可能な公的建築,,,公式サイト：http://www.city.osaka.lg.jp/kensetsu/page/0000011249.html
大阪府,大阪市,甚兵衛渡船場,市営渡船・待合施設,,,,,,,一般利用。工業地帯の日常交通として残る無料渡船。,https://www.city.osaka.lg.jp/kensetsu/page/0000011251.html,https://www.google.com/maps/search/?api=1&query=%E7%94%9A%E5%85%B5%E8%A1%9B%E6%B8%A1%E8%88%B9%E5%A0%B4%20%E5%A4%A7%E9%98%AA%E5%BA%9C%20%E5%A4%A7%E9%98%AA%E5%B8%82,見学可能な公的建築,,,公式サイト：https://www.city.osaka.lg.jp/kensetsu/page/0000011251.html
大阪府,大阪市,千歳渡船場,市営渡船・待合施設,,,,,,,一般利用。,https://www.city.osaka.lg.jp/kensetsu/page/0000011253.html,https://www.google.com/maps/search/?api=1&query=%E5%8D%83%E6%AD%B3%E6%B8%A1%E8%88%B9%E5%A0%B4%20%E5%A4%A7%E9%98%AA%E5%BA%9C%20%E5%A4%A7%E9%98%AA%E5%B8%82,見学可能な公的建築,,,公式サイト：https://www.city.osaka.lg.jp/kensetsu/page/0000011253.html
大阪府,大阪市,千本松渡船場,市営渡船・待合施設,,,,,,,一般利用。ループ橋直下を船で横断する。,http://www.city.osaka.lg.jp/kensetsu/page/0000011258.html,https://www.google.com/maps/search/?api=1&query=%E5%8D%83%E6%9C%AC%E6%9D%BE%E6%B8%A1%E8%88%B9%E5%A0%B4%20%E5%A4%A7%E9%98%AA%E5%BA%9C%20%E5%A4%A7%E9%98%AA%E5%B8%82,見学可能な公的建築,,,公式サイト：http://www.city.osaka.lg.jp/kensetsu/page/0000011258.html
福岡県,福岡市,博多港 市営渡船ターミナル,市営渡船・港湾施設,,,,,,,一般利用。市営離島航路の公共ターミナル。,https://www.city.fukuoka.lg.jp/kowan/kyakusen/hakata-port/ferry_city.html,https://www.google.com/maps/search/?api=1&query=%E5%8D%9A%E5%A4%9A%E6%B8%AF%20%E5%B8%82%E5%96%B6%E6%B8%A1%E8%88%B9%E3%82%BF%E3%83%BC%E3%83%9F%E3%83%8A%E3%83%AB%20%E7%A6%8F%E5%B2%A1%E7%9C%8C%20%E7%A6%8F%E5%B2%A1%E5%B8%82,見学可能な公的建築,,,公式サイト：https://www.city.fukuoka.lg.jp/kowan/kyakusen/hakata-port/ferry_city.html
鹿児島県,鹿児島市,桜島フェリーターミナル,市営フェリー・港湾施設,,,,,,,一般利用。,https://www.city.kagoshima.lg.jp/sakurajima-ferry/index.html,https://www.google.com/maps/search/?api=1&query=%E6%A1%9C%E5%B3%B6%E3%83%95%E3%82%A7%E3%83%AA%E3%83%BC%E3%82%BF%E3%83%BC%E3%83%9F%E3%83%8A%E3%83%AB%20%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C%20%E9%B9%BF%E5%85%90%E5%B3%B6%E5%B8%82,見学可能な公的建築,,,公式サイト：https://www.city.kagoshima.lg.jp/sakurajima-ferry/index.html
