都道府県,市区町村,店舗名・施設名,分類,関連リンク1タイトル,関連リンク1URL,関連リンク2タイトル,関連リンク2URL,関連リンク3タイトル,関連リンク3URL,説明・狙い目,公式サイト,Googleマップ,雰囲気,公式検索,地図検索名,参照
愛知県,名古屋市守山区,名古屋市東谷山フルーツパーク 世界の熱帯果樹温室,植物園・温室,名古屋市東谷山フルーツパーク温室訪問記,https://cos-itoh-new.sakura.ne.jp/new061210.htm,,,,,巨大ドーム型温室。9:00〜16:30。,https://www.fruitpark.org/guide/tropical-fruit-greenhouses.html,https://www.google.com/maps/search/?api=1&query=%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%E6%9D%B1%E8%B0%B7%E5%B1%B1%E3%83%95%E3%83%AB%E3%83%BC%E3%83%84%E3%83%91%E3%83%BC%E3%82%AF%20%E4%B8%96%E7%95%8C%E3%81%AE%E7%86%B1%E5%B8%AF%E6%9E%9C%E6%A8%B9%E6%B8%A9%E5%AE%A4%20%E6%84%9B%E7%9F%A5%E7%9C%8C%20%E5%90%8D%E5%8F%A4%E5%B1%8B%E5%B8%82%E5%AE%88%E5%B1%B1%E5%8C%BA,ドリームコア,,,公式サイト：https://www.fruitpark.org/guide/tropical-fruit-greenhouses.html
京都府,京都市左京区,京都府立植物園 観覧温室,植物園・温室,（保存版）京都府立植物園の観覧温室の順路風景：2025年8月8日（金）｜藤井秀昭（『京都居候叢書』著者）,https://note.com/fujii_hideaki/n/n3f68fe8838d4,,,,,迷路状の巨大温室。,http://www.pref.kyoto.jp/plant/11900018.html,https://www.google.com/maps/search/?api=1&query=%E4%BA%AC%E9%83%BD%E5%BA%9C%E7%AB%8B%E6%A4%8D%E7%89%A9%E5%9C%92%20%E8%A6%B3%E8%A6%A7%E6%B8%A9%E5%AE%A4%20%E4%BA%AC%E9%83%BD%E5%BA%9C%20%E4%BA%AC%E9%83%BD%E5%B8%82%E5%B7%A6%E4%BA%AC%E5%8C%BA,ドリームコア,,,公式サイト：http://www.pref.kyoto.jp/plant/11900018.html
大阪府,大阪市鶴見区,咲くやこの花館,植物園・温室,咲くやこの花館の温室,https://ameblo.jp/cakedaisuki753/entry-12453005762.html,咲くやこの花館　庭園・ガーデン・植物園・花の名所の訪問記,https://garden-vision.net/garden_visit/visit_sakuyakonohanakan.html,,,1990年花博系巨大温室。10:00～17:00,https://www.sakuyakonohana.jp/,https://www.google.com/maps/search/?api=1&query=%E5%92%B2%E3%81%8F%E3%82%84%E3%81%93%E3%81%AE%E8%8A%B1%E9%A4%A8%20%E5%A4%A7%E9%98%AA%E5%BA%9C%20%E5%A4%A7%E9%98%AA%E5%B8%82%E9%B6%B4%E8%A6%8B%E5%8C%BA,ドリームコア,,,"公式サイト：https://www.sakuyakonohana.jp/
Wikipedia：https://ja.wikipedia.org/wiki/%E5%92%B2%E3%81%8F%E3%82%84%E3%81%93%E3%81%AE%E8%8A%B1%E9%A4%A8"
兵庫県,神戸市中央区,神戸どうぶつ王国 温室エリア,植物園・温室,オールドコンデジで神戸どうぶつ王国を撮った！植物いい感じ。｜アスカ,https://note.com/asu310/n/n6c5d65c35888,,,,,旧花鳥園系の巨大屋内温室。,https://www.kobe-oukoku.com/,https://www.google.com/maps/search/?api=1&query=%E7%A5%9E%E6%88%B8%E3%81%A9%E3%81%86%E3%81%B6%E3%81%A4%E7%8E%8B%E5%9B%BD%20%E6%B8%A9%E5%AE%A4%E3%82%A8%E3%83%AA%E3%82%A2%20%E5%85%B5%E5%BA%AB%E7%9C%8C%20%E7%A5%9E%E6%88%B8%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA,ドリームコア,,,公式サイト：https://www.kobe-oukoku.com/
兵庫県,加西市,兵庫県立フラワーセンター 大温室,植物園・温室,兵庫県立フラワーセンター｜めーみ,https://note.com/mocha_kan/n/nc33143fc0ab1,,,,,地方型温室群。,https://flowercenter.jp/,https://www.google.com/maps/search/?api=1&query=%E5%85%B5%E5%BA%AB%E7%9C%8C%E7%AB%8B%E3%83%95%E3%83%A9%E3%83%AF%E3%83%BC%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E5%A4%A7%E6%B8%A9%E5%AE%A4%20%E5%85%B5%E5%BA%AB%E7%9C%8C%20%E5%8A%A0%E8%A5%BF%E5%B8%82,ドリームコア,,,公式サイト：https://flowercenter.jp/
広島県,広島市佐伯区,広島市植物公園 大温室,植物園・温室,広島市植物公園に行きました（大温室編）。,https://ameblo.jp/horidarnagasawa/entry-12672488213.html,,,,,巨大温室と長い園路。,http://www.hiroshima-bot.jp/ennai/daionsitu/index.htm,https://www.google.com/maps/search/?api=1&query=%E5%BA%83%E5%B3%B6%E5%B8%82%E6%A4%8D%E7%89%A9%E5%85%AC%E5%9C%92%20%E5%A4%A7%E6%B8%A9%E5%AE%A4%20%E5%BA%83%E5%B3%B6%E7%9C%8C%20%E5%BA%83%E5%B3%B6%E5%B8%82%E4%BD%90%E4%BC%AF%E5%8C%BA,ドリームコア,,,公式サイト：http://www.hiroshima-bot.jp/ennai/daionsitu/index.htm
高知県,高知市,高知県立牧野植物園 温室,植物園・温室,牧野植物園　“温室” - 花日記　3,https://cocoji20807.hatenablog.com/entry/2026/04/12/153105,牧野植物園 温室〖Lapin〗みちばた日記2009年5月 さよなら牧野植物園のシンボル☆温室,https://www.de-lapin.com/diary/20090516diary.html,,,大型温室。9:00～17:00,https://www.makino.or.jp/,https://www.google.com/maps/search/?api=1&query=%E9%AB%98%E7%9F%A5%E7%9C%8C%E7%AB%8B%E7%89%A7%E9%87%8E%E6%A4%8D%E7%89%A9%E5%9C%92%20%E6%B8%A9%E5%AE%A4%20%E9%AB%98%E7%9F%A5%E7%9C%8C%20%E9%AB%98%E7%9F%A5%E5%B8%82,ドリームコア,,,公式サイト：https://www.makino.or.jp/
福岡県,福岡市中央区,福岡市植物園 温室,植物園・温室,ブーゲンビリア＆ハイビスカス　福岡市植物園温室2022 | 朝夫さん　ASAO 　IKUBEのブログ,https://ameblo.jp/ai-as/entry-12750759982.html,,,,,都市型植物園の温室。,,https://www.google.com/maps/search/?api=1&query=%E7%A6%8F%E5%B2%A1%E5%B8%82%E6%A4%8D%E7%89%A9%E5%9C%92%20%E6%B8%A9%E5%AE%A4%20%E7%A6%8F%E5%B2%A1%E7%9C%8C%20%E7%A6%8F%E5%B2%A1%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8C%BA,ドリームコア,,,
長崎県,長崎市,長崎県亜熱帯植物園跡周辺,植物園・温室,ちび太郎のさるく日記:2024　夏　長崎（脇岬港）,https://tanago.dreamlog.jp/archives/10796914.html,,,,,施設跡地周辺。立入可能範囲のみ。,http://www.city.nagasaki.lg.jp/shimin/190001/192001/p000713.html,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E5%B4%8E%E7%9C%8C%E4%BA%9C%E7%86%B1%E5%B8%AF%E6%A4%8D%E7%89%A9%E5%9C%92%E8%B7%A1%E5%91%A8%E8%BE%BA%20%E9%95%B7%E5%B4%8E%E7%9C%8C%20%E9%95%B7%E5%B4%8E%E5%B8%82,リミナル,,,"公式サイト：http://www.city.nagasaki.lg.jp/shimin/190001/192001/p000713.html
Wikipedia:https://ja.wikipedia.org/wiki/%E9%95%B7%E5%B4%8E%E7%9C%8C%E4%BA%9C%E7%86%B1%E5%B8%AF%E6%A4%8D%E7%89%A9%E5%9C%92"
鹿児島県,指宿市,フラワーパークかごしま 温室,植物園・温室,フラワーパークかごしま①カートに乗って | のきどんのブログ♪私の九州暮らし,https://ameblo.jp/nokidon/entry-12902637573.html,,,,,09:00～17:00,http://www.fp-k.org/,https://www.google.com/maps/search/?api=1&query=%E3%83%95%E3%83%A9%E3%83%AF%E3%83%BC%E3%83%91%E3%83%BC%E3%82%AF%E3%81%8B%E3%81%94%E3%81%97%E3%81%BE%20%E6%B8%A9%E5%AE%A4%20%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C%20%E6%8C%87%E5%AE%BF%E5%B8%82,ドリームコア,,,公式サイト：http://www.fp-k.org/
東京都,新宿区,新宿御苑 温室,大型温室,新宿御苑　温室を見学 | 彩り豊かに　Ｃｏｌｏｒ日和,https://ameblo.jp/colorhiyori/entry-12827986997.html,,,,,都心の巨大温室。曲面ガラスと熱帯植物の人工環境感。,https://fng.or.jp/shinjuku/category/温室/,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E5%AE%BF%E5%BE%A1%E8%8B%91%20%E6%B8%A9%E5%AE%A4%20%E6%96%B0%E5%AE%BF%E5%8C%BA%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%97%A5%E6%9C%AC,植物園・温室,,,公式サイト：https://fng.or.jp/shinjuku/category/温室/
東京都,文京区,小石川植物園 公開温室,研究植物園・温室,小石川植物園　公開温室　R3.12.11　その２ | nemophy photo-blog,https://ameblo.jp/9juhyuri/entry-12721701964.html,,,,,大学研究施設らしい非観光的な空気がある。,https://koishikawa-bg.jp/ennai/glasshouse/,https://www.google.com/maps/search/?api=1&query=%E5%B0%8F%E7%9F%B3%E5%B7%9D%E6%A4%8D%E7%89%A9%E5%9C%92%20%E5%85%AC%E9%96%8B%E6%B8%A9%E5%AE%A4%20%E6%96%87%E4%BA%AC%E5%8C%BA%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%97%A5%E6%9C%AC,植物園・温室,,,公式サイト：https://koishikawa-bg.jp/ennai/glasshouse/
東京都,小平市,東京都薬用植物園 温室,薬用植物園・温室,温室で育つ珍しい植物たち | 伊勢っ子トレジャーズ,https://ameblo.jp/sanarin3/entry-12890659511.html,,,,,実用施設感が強い。,https://www.tmiph.metro.tokyo.lg.jp/lb_iyaku/plant/,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%96%AC%E7%94%A8%E6%A4%8D%E7%89%A9%E5%9C%92%20%E6%B8%A9%E5%AE%A4%20%E5%B0%8F%E5%B9%B3%E5%B8%82%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%97%A5%E6%9C%AC,植物園・温室,,,公式サイト：https://www.tmiph.metro.tokyo.lg.jp/lb_iyaku/plant/
東京都,渋谷区,渋谷区ふれあい植物センター,都市型植物施設,「渋谷区ふれあい植物センター」に行ってきました！～日本一小さな植物園～ | 緑の日記,https://midori-no-nikki.com/fureai-botanical-center/,渋谷区ふれあい植物センターに行ってきました！（企画展：僕らは土と生きている） – ゆるぷ,https://yurupu.com/shibuya-fureai-youdo/,,,旧温室施設の系譜。10:00〜21:00,https://sbgf.jp/,https://www.google.com/maps/search/?api=1&query=%E6%B8%8B%E8%B0%B7%E5%8C%BA%E3%81%B5%E3%82%8C%E3%81%82%E3%81%84%E6%A4%8D%E7%89%A9%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%B8%8B%E8%B0%B7%E5%8C%BA%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%97%A5%E6%9C%AC,植物園・温室,,,公式サイト：https://sbgf.jp/
北海道,函館市,函館市熱帯植物園,熱帯温室,函館市熱帯植物園,https://ameblo.jp/kumachanmaachan/entry-12824869376.html,,,,,雪国・温泉街・熱帯温室という環境のズレが強烈。1970年開園。,https://hako-eco.com/,https://www.google.com/maps/search/?api=1&query=%E5%87%BD%E9%A4%A8%E5%B8%82%E7%86%B1%E5%B8%AF%E6%A4%8D%E7%89%A9%E5%9C%92%20%E5%87%BD%E9%A4%A8%E5%B8%82%20%E5%8C%97%E6%B5%B7%E9%81%93%20%E6%97%A5%E6%9C%AC,植物園・温室,,,"公式サイト：https://hako-eco.com/
Wikipedia：https://ja.wikipedia.org/wiki/%E5%87%BD%E9%A4%A8%E5%B8%82%E7%86%B1%E5%B8%AF%E6%A4%8D%E7%89%A9%E5%9C%92"
北海道,札幌市,百合が原公園 緑のセンター温室,公共温室,〖百合が原公園〗遊具や施設も充実！写真でレポ！ ｜ 旅好きねっと｜なまら北海道野郎,https://tabi-suki.net/yurigaharakouen.html,,,,,大中小3温室。札幌市営施設らしい古典的な公共温室感。8:45～17:15。 月曜休館。,https://yuri-park.jp/guide/flowerbed/onsitu/,https://www.google.com/maps/search/?api=1&query=%E7%99%BE%E5%90%88%E3%81%8C%E5%8E%9F%E5%85%AC%E5%9C%92%20%E7%B7%91%E3%81%AE%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E6%B8%A9%E5%AE%A4%20%E6%9C%AD%E5%B9%8C%E5%B8%82%20%E5%8C%97%E6%B5%B7%E9%81%93%20%E6%97%A5%E6%9C%AC,植物園・温室,,,公式サイト：https://yuri-park.jp/guide/flowerbed/onsitu/
北海道,札幌市,北海道大学植物園,大学植物園,旅行記　・北海道大学植物園 － 北海道札幌市,https://washimo-web.jp/Trip/HokudaiBotanic/hokudaibotanic.htm,,,,,研究施設、博物館、古い建築が混在する。9:00～16:30,https://www.hokudai.ac.jp/fsc/bg/,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%B5%B7%E9%81%93%E5%A4%A7%E5%AD%A6%E6%A4%8D%E7%89%A9%E5%9C%92%20%E6%9C%AD%E5%B9%8C%E5%B8%82%20%E5%8C%97%E6%B5%B7%E9%81%93%20%E6%97%A5%E6%9C%AC,植物園・温室,,,"公式サイト：https://www.hokudai.ac.jp/fsc/bg/
Wikipedia：https://ja.wikipedia.org/wiki/%E5%8C%97%E6%B5%B7%E9%81%93%E5%A4%A7%E5%AD%A6%E6%A4%8D%E7%89%A9%E5%9C%92"
宮城県,仙台市,仙台市野草園,植物園,初夏の仙台市野草園を歩く - 海月美紗のおでかけ日和,https://umitsuki-misa.hatenablog.com/entry/2026/05/27/053000,,,,,市営の教育施設感と園路の静けさ。9:00～16:45,https://sendai-green-association.jp/green/yasouen/,https://www.google.com/maps/search/?api=1&query=%E4%BB%99%E5%8F%B0%E5%B8%82%E9%87%8E%E8%8D%89%E5%9C%92%20%E4%BB%99%E5%8F%B0%E5%B8%82%20%E5%AE%AE%E5%9F%8E%E7%9C%8C%20%E6%97%A5%E6%9C%AC,植物園・温室,,,"公式サイト：https://sendai-green-association.jp/green/yasouen/
Wikipedia：https://ja.wikipedia.org/wiki/%E4%BB%99%E5%8F%B0%E5%B8%82%E9%87%8E%E8%8D%89%E5%9C%92"
福島県,いわき市,いわき市フラワーセンター,温室・花卉施設,いわき市 涼しい フラワーセンター | 横浜横須賀,https://ameblo.jp/yokosukafuufu/entry-12914083398.html,,,,,地方公共施設型。温室と広い敷地の組み合わせ。9:00〜12:00,https://iwaki-flowercenter.com/,https://www.google.com/maps/search/?api=1&query=%E3%81%84%E3%82%8F%E3%81%8D%E5%B8%82%E3%83%95%E3%83%A9%E3%83%AF%E3%83%BC%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E3%81%84%E3%82%8F%E3%81%8D%E5%B8%82%20%E7%A6%8F%E5%B3%B6%E7%9C%8C%20%E6%97%A5%E6%9C%AC,植物園・温室,,,"公式サイト：https://iwaki-flowercenter.com/
Wikipedia：https://ja.wikipedia.org/wiki/%E3%81%84%E3%82%8F%E3%81%8D%E5%B8%82%E3%83%95%E3%83%A9%E3%83%AF%E3%83%BC%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC"
茨城県,つくば市,筑波実験植物園,研究植物園・温室,筑波実験植物園に行ってみた！！！ー後編ー | もすレコ。,https://mostgreenrecords.com/go_place/10623/,,,,,研究都市＋温室群。9:00-16:30。1976年設立。,https://tbg.kahaku.go.jp/,https://www.google.com/maps/search/?api=1&query=%E7%AD%91%E6%B3%A2%E5%AE%9F%E9%A8%93%E6%A4%8D%E7%89%A9%E5%9C%92%20%E3%81%A4%E3%81%8F%E3%81%B0%E5%B8%82%20%E8%8C%A8%E5%9F%8E%E7%9C%8C%20%E6%97%A5%E6%9C%AC,植物園・温室,,,"公式サイト：https://tbg.kahaku.go.jp/
Wikipedia：https://ja.wikipedia.org/wiki/%E7%AD%91%E6%B3%A2%E5%AE%9F%E9%A8%93%E6%A4%8D%E7%89%A9%E5%9C%92"
茨城県,水戸市,水戸市植物公園,植物園・温室,水戸市植物公園(茨城県水戸市)温室編 | 雨音のつぶやき,https://ameblo.jp/ameoto613/entry-12887451501.html,,,,,テラスガーデン、温室、公共建築の80〜90年代感。1987年開園。,http://www.mito-botanical-park.com/,https://www.google.com/maps/search/?api=1&query=%E6%B0%B4%E6%88%B8%E5%B8%82%E6%A4%8D%E7%89%A9%E5%85%AC%E5%9C%92%20%E6%B0%B4%E6%88%B8%E5%B8%82%20%E8%8C%A8%E5%9F%8E%E7%9C%8C%20%E6%97%A5%E6%9C%AC,植物園・温室,,,"公式サイト：http://www.mito-botanical-park.com/
Wikipedia：https://ja.wikipedia.org/wiki/%E6%B0%B4%E6%88%B8%E5%B8%82%E6%A4%8D%E7%89%A9%E5%85%AC%E5%9C%92"
栃木県,栃木市,とちぎ花センター,大温室,とちぎ花センター(栃木県栃木市) | 雨音のつぶやき,https://ameblo.jp/ameoto613/entry-12848016923.html,,,,,大型鑑賞温室と地方レジャー施設感。9:30～16:30,http://www.florence.jp/,https://www.google.com/maps/search/?api=1&query=%E3%81%A8%E3%81%A1%E3%81%8E%E8%8A%B1%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%A0%83%E6%9C%A8%E5%B8%82%20%E6%A0%83%E6%9C%A8%E7%9C%8C%20%E6%97%A5%E6%9C%AC,植物園・温室,,,公式サイト：http://www.florence.jp/
群馬県,前橋市,ぐんまフラワーパーク,植物公園・温室,ぐんまフラワーパーク・冬の温室が熱帯だった思い出。 - ずっとこの空の下で２,https://yasshing.hateblo.jp/entry/2025/12/26/140341,,,,,再整備状況は訪問前確認推奨。9:00-17:00,http://www.flower-park.jp/,https://www.google.com/maps/search/?api=1&query=%E3%81%90%E3%82%93%E3%81%BE%E3%83%95%E3%83%A9%E3%83%AF%E3%83%BC%E3%83%91%E3%83%BC%E3%82%AF%20%E5%89%8D%E6%A9%8B%E5%B8%82%20%E7%BE%A4%E9%A6%AC%E7%9C%8C%20%E6%97%A5%E6%9C%AC,植物園・温室,,,"公式サイト：http://www.flower-park.jp/
Wikipedia：https://ja.wikipedia.org/wiki/%E3%81%90%E3%82%93%E3%81%BE%E3%83%95%E3%83%A9%E3%83%AF%E3%83%BC%E3%83%91%E3%83%BC%E3%82%AF"
