都道府県,市区町村,店舗名・施設名,分類,関連リンク1タイトル,関連リンク1URL,関連リンク2タイトル,関連リンク2URL,関連リンク3タイトル,関連リンク3URL,説明・狙い目,公式サイト,Googleマップ,雰囲気,公式検索,地図検索名,参照
埼玉県,羽生市,さいたま水族館,淡水魚館,埼玉県施設案内,https://www.pref.saitama.lg.jp/shisetsu/koen/029.html,,,,,羽生水郷公園内で荒川・利根川水系を含む国内淡水魚を展示する県立施設。狙い目：屋外の水郷公園と淡水魚展示の関係を歩いて見る。,https://www.parks.or.jp/suizokukan/,,,,,
北海道,北見市,北の大地の水族館（山の水族館）,淡水魚館,,,,,,,北海道の川を主役に、滝つぼ水槽や冬に凍る水槽で淡水魚を展示する施設。狙い目：屋外河川環境と、季節変化を再現した水槽。,https://onneyu-aq.com/,,,,,
島根県,出雲市,島根県立宍道湖自然館ゴビウス,地域水族館,島根県公式案内,https://www.pref.shimane.lg.jp/tourism/nature/shizen/gobius/gobius/,,,,,島根の川と宍道湖・中海の魚や水辺生物を約200種展示する県立の体験学習型水族館。狙い目：汽水域の生物展示と地域環境の解説。,https://www.gobius.jp/,,,,,
長崎県,対馬市,対馬野生生物保護センター,野生生物保護施設,,,,,,,ツシマヤマネコを中心に、対馬の野生生物保護と環境教育を行う環境省施設。狙い目：保護個体の展示と島の生態系資料を合わせて見る。,https://kyushu.env.go.jp/twcc/,,,,,
沖縄県,竹富町,西表野生生物保護センター,野生生物保護施設,,,,,,,イリオモテヤマネコを中心に西表島の生態系と保護活動を紹介する環境省施設。狙い目：生体・保護情報と島の自然環境の関係を確認する。,https://iwcc.jp/,,,,,
沖縄県,国頭村,やんばる野生生物保護センター（ウフギー自然館）,野生生物保護施設,,,,,,,ヤンバルクイナなどやんばる固有の野生生物と保全活動を展示する環境省施設。狙い目：地域固有種の生態と交通事故対策など保護現場の展示。,https://kyushu.env.go.jp/okinawa/awcc/,,,,,
新潟県,佐渡市,トキの森公園,野生生物展示施設,,,,,,,トキの飼育展示と野生復帰事業をつなぐ佐渡市の公開施設。狙い目：飼育ケージと保護増殖・放鳥の解説を一体で見る。,https://tokinotayori.com/,,,,,
山口県,下関市,豊田ホタルの里ミュージアム,水生生物館,,,,,,,ホタルと水辺環境を中心に、生体展示・飼育・地域河川の解説を行う施設。狙い目：発光生態の展示と水路環境の再現。,https://hotaru-museum.jp/,,,,,
岡山県,和気町,岡山県自然保護センター,自然観察館,,,,,,,湿地・里山の昆虫、両生類、水生生物を観察できる県立自然保護施設。狙い目：生体観察展示と湿地環境を同時に歩く。,https://okayama-shizenhogo-c.jp/,,,,,
島根県,大田市,島根県立三瓶自然館サヒメル,自然観察館,,,,,,,三瓶山の自然と昆虫・両生類など地域生物を扱う県立自然館。狙い目：地域生態系の展示と野外観察環境の接続。,https://www.nature-sanbe.jp/sahimel/,,,,,
