都道府県,市区町村,店舗名・施設名,分類,関連リンク1タイトル,関連リンク1URL,関連リンク2タイトル,関連リンク2URL,関連リンク3タイトル,関連リンク3URL,説明・狙い目,公式サイト,Googleマップ,雰囲気,公式検索,地図検索名,参照
石川県,金沢市,香林坊アトリオ,百貨店系複合商業施設,石川物件巡り「バブルの香り」・香林坊アトリオ,https://note.com/omemeblog/n/nb923931775a5,まちしるべ案内 香林坊（その2）,https://keroge.blog.jp/archives/23611955.html,香林坊アトリオ・大和（建築資料）,https://tsurutani.co.jp/1986/09/01/atrio-daiwa/,1986年開業の再開発型商業施設。地下1階から地上4階まで連続する吹き抜け、アーチ状トップライト、2階のからくり時計「アトリオクロック」、イベント用アトリオステージを現在も備え、大和百貨店と各階で接続する。,https://www.clasoplace-korinbo.com/,https://www.google.com/maps/search/?api=1&query=%E9%A6%99%E6%9E%97%E5%9D%8A%E3%82%A2%E3%83%88%E3%83%AA%E3%82%AA%20%E7%9F%B3%E5%B7%9D%E7%9C%8C%E9%87%91%E6%B2%A2%E5%B8%82%E9%A6%99%E6%9E%97%E5%9D%8A1-1-1,百貨店系複合商業施設,,,公式サイト：https://www.clasoplace-korinbo.com/
東京都,台東区,浅草ROX,専門店街型商業施設,浅草ROXを歩く（館内・旧施設の記録）,https://ovanrei.hatenablog.com/entry/2022/04/06/210000,,,,,1986年開業の浅草六区の複合商業施設。ROX本館を中心にROX2G・ROX・3G・ROX DOMEが連結し、買物、飲食、温浴、フィットネス、ゲーム・バッティングなどを内包する。10:30〜21:00,https://www.rox.co.jp/,https://www.google.com/maps/search/?api=1&query=%E6%B5%85%E8%8D%89ROX%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8F%B0%E6%9D%B1%E5%8C%BA%E6%B5%85%E8%8D%891-25-15,専門店街型商業施設,,,公式サイト：https://www.rox.co.jp/
東京都,練馬区,光が丘IMA,団地・ニュータウン型商業施設,IMAホール紹介・光の広場とIMAストリート,https://www.illuminus-creative.net/sketch/?p=4668,光が丘IMA訪問記（中央広場・館内案内板）,https://depart-tabi.blogspot.com/2025/06/ima199810.html,光が丘駅前から光が丘公園まで（写真記録）,https://www.townphoto.net/tokyo/hikarigaoka.html,1987年開業のニュータウン型複合SC。館内に「IMAストリート」と中央の吹き抜け「光の広場」があり、ホール・飲食・複数棟を商業動線でつなぐ。大規模改装後も中央広場、回廊、館内案内板が現存する。10:00～21:00,https://www.ima-hikarigaoka.jp/,https://www.google.com/maps/search/?api=1&query=%E5%85%89%E3%81%8C%E4%B8%98IMA%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E7%B7%B4%E9%A6%AC%E5%8C%BA,団地・ニュータウン型商業施設,,,公式サイト：https://www.ima-hikarigaoka.jp/
東京都,多摩市,京王聖蹟桜ヶ丘ショッピングセンター,駅ビル・ターミナル商業施設,京王聖蹟桜ヶ丘SC施設案内（連絡ブリッジ・中央通路）,https://www.keiosc.co.jp/property/,聖蹟桜ヶ丘の歴史展（センターコート）,https://tamanewtown.com/seiseki-history-exhibition/,,,1986年開業の駅一体型SC。A・B・C館とさくらゲートを4階連絡ブリッジや中央通路で接続し、複数棟を一つの商業街として回遊できる。,http://www.keio-sc.jp/,https://www.google.com/maps/search/?api=1&query=%E4%BA%AC%E7%8E%8B%E8%81%96%E8%B9%9F%E6%A1%9C%E3%83%B6%E4%B8%98%E3%82%B7%E3%83%A7%E3%83%83%E3%83%94%E3%83%B3%E3%82%B0%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E5%A4%9A%E6%91%A9%E5%B8%82,駅ビル・ターミナル商業施設,,,
北海道,札幌市厚別区,新さっぽろアークシティ サンピアザ,駅ビル・ターミナル商業施設,サンピアザ水族館訪問記（駅直結モールの動線）,https://chihirog.com/sunpiazza-aquarium/,,,,,1977年開業の副都心型SC。サンピアザ、デュオ、カテプリ、イオン、駅・公共施設を地下・地上の連絡動線で結び、現行フロアガイドにも「光の広場」と吹き抜けスペースが残る。10:00〜21:00。,http://www.sunpi-duo.com/,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E3%81%95%E3%81%A3%E3%81%BD%E3%82%8D%E3%82%A2%E3%83%BC%E3%82%AF%E3%82%B7%E3%83%86%E3%82%A3%20%E3%82%B5%E3%83%B3%E3%83%94%E3%82%A2%E3%82%B6%20%E5%8C%97%E6%B5%B7%E9%81%93%20%E6%9C%AD%E5%B9%8C%E5%B8%82%E5%8E%9A%E5%88%A5%E5%8C%BA,駅ビル・ターミナル商業施設,,,
山口県,下関市,シーモール下関,駅前再開発型商業施設,シーモール下関の吹き抜け・回廊・屋上庭園訪問記,https://ameblo.jp/kobaden-shoutengai/entry-12831803979.html,シーモール下関の吹き抜けと小川の記録,https://tikikiti.jp/fukuhomu/38308.html,,,1977年開業の駅前大型SC。館内に吹き抜けと長い回廊、屋上庭園、旧ゲームコーナーの装飾が残り、百貨店・専門店・駅前広場を一体化した人工的な商業街を形成する。10:00～19:30,https://www.seamall.jp/,https://www.google.com/maps/search/?api=1&query=%E3%82%B7%E3%83%BC%E3%83%A2%E3%83%BC%E3%83%AB%E4%B8%8B%E9%96%A2%20%E5%B1%B1%E5%8F%A3%E7%9C%8C%20%E4%B8%8B%E9%96%A2%E5%B8%82,駅前再開発型商業施設,,,
兵庫県,尼崎市,グンゼタウンセンター つかしん,旧世代ショッピングモール,つかしん（1985年開業・新しい街としてのSC史）,https://www.jcsc.or.jp/50th/history/,つかしん館内の広場・吹き抜け訪問記,https://ameblo.jp/ackn62/entry-12174101830.html,つかしんの開業当時と現在の記憶,https://note.com/tomonori353/n/n15dc0c1ef244,1985年開業。「新しい街」を施設内外に作る構想で整備された大型SC。現在もひがしまち・にしまち、ロマンチック広場、フードコート、温浴・スポーツ等をつなぐ長い回遊動線と、元百貨店由来の吹き抜けが残る。,https://www.tsukashin.com/,https://www.google.com/maps/search/?api=1&query=%E3%82%B0%E3%83%B3%E3%82%BC%E3%82%BF%E3%82%A6%E3%83%B3%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E3%81%A4%E3%81%8B%E3%81%97%E3%82%93%20%E5%85%B5%E5%BA%AB%E7%9C%8C%20%E5%B0%BC%E5%B4%8E%E5%B8%82,旧世代ショッピングモール,,,
広島県,広島市西区,アルパーク,駅前再開発型商業施設,広島アルパーク（センターコート・モール・ペデストリアンデッキ）,https://www.fujita.co.jp/works/1453/,アルパーク開業年・SC史（JCSC）,https://www.jcsc.or.jp/50th/history/,,,1990年開業の複合SC。大通りで分断された敷地を2階ペデストリアンデッキでつなぎ、センターコートとモールを核に東・西・北棟を回遊させる構成。現在も複数棟、映画館、イベント空間を営業し、計画時の人工的な街区構成を歩いて確認できる。10:00～20:00,https://www.alpark.jp/,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%AB%E3%83%91%E3%83%BC%E3%82%AF%20%E5%BA%83%E5%B3%B6%E7%9C%8C%20%E5%BA%83%E5%B3%B6%E5%B8%82%E8%A5%BF%E5%8C%BA,駅前再開発型商業施設,,,
千葉県,市川市,ニッケコルトンプラザ,旧世代ショッピングモール,ニッケコルトンプラザ施設概要（広大な商業空間）,https://nikke-tp.sakura.ne.jp/sc/coltonplaza/,ニッケコルトンプラザ訪問・フロアガイド記録,https://daieisaison.jp/blog-entry-24.html,ニッケコルトンプラザの地域共生型SC史,https://www.nettam.jp/art-corporation/nikke/,1988年開業の地域共生型大型SC。工場跡地の広大な敷地に専門店モール、広場、ホール、屋外庭園、スポーツ施設を組み合わせ、屋内外を連続する商業街として構成する。,https://www.nikke-cp.gr.jp/,https://www.google.com/maps/search/?api=1&query=%E3%83%8B%E3%83%83%E3%82%B1%E3%82%B3%E3%83%AB%E3%83%88%E3%83%B3%E3%83%97%E3%83%A9%E3%82%B6%20%E5%8D%83%E8%91%89%E7%9C%8C%E5%B8%82%E5%B7%9D%E5%B8%82%E9%AC%BC%E9%AB%981-1-1,旧世代ショッピングモール,,,
大分県,大分市,トキハインダストリーあけのアクロスタウン,団地・ニュータウン型商業施設,あけのアクロスタウン館内見学（吹き抜け・旧来の階段・アクロスホール）,https://daieisaison.jp/?no=1455,大分市明野地区の歴史研究（明野アクロスタウンの変遷）,https://note.com/tomoharkou/n/nfc1043cdb746,,,1971年開業の明野センターを増床・改称してきた大型SC。本館地下1階〜4階と新館を接続し、館内吹き抜け、古い総合スーパー型の階段、専門店の「ごちそうの森」、アクロスホール、広場状空間を現在も営業している。9:30～20:00,https://www.tokiwa-industry.co.jp/shops/facility1.html,https://www.google.com/maps/search/?api=1&query=%E3%83%88%E3%82%AD%E3%83%8F%E3%82%A4%E3%83%B3%E3%83%80%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC%E3%81%82%E3%81%91%E3%81%AE%E3%82%A2%E3%82%AF%E3%83%AD%E3%82%B9%E3%82%BF%E3%82%A6%E3%83%B3%20%E5%A4%A7%E5%88%86%E7%9C%8C%E5%A4%A7%E5%88%86%E5%B8%82%E6%98%8E%E9%87%8E%E6%9D%B11-1-1,団地・ニュータウン型商業施設,,,公式サイト：https://www.tokiwa-industry.co.jp/shops/facility1.html
東京都,昭島市,モリタウン,旧世代ショッピングセンター,モリタウン昭和の森（エスパ昭島）／竣工1984年,https://www.yendo.co.jp/works/800,,,,,1984年開業。昭和飛行機の工場跡地をJR昭島駅北口の大型SCへ転用し、駅直結の本館・東館・西館と屋外広場、映画館などを段階的に増築してきた。,https://www.moritown.com/,https://www.google.com/maps/search/?api=1&query=%E3%83%A2%E3%83%AA%E3%82%BF%E3%82%A6%E3%83%B3%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%98%AD%E5%B3%B6%E5%B8%82,旧世代ショッピングセンター,,,公式サイト：https://www.moritown.com/
青森県,青森市,サンロード青森,旧世代ショッピングセンター,写真で見る、SCのあゆみ（サンロード青森）,https://www.jcsc.or.jp/50th/history/,,,,,1977年開業。イオン青森店を核に専門店、映画館、カルチャーセンター、クリニック、アミューズメントを組み合わせた複合型SCで、1階サンホールを中心に複数階の専門店街が続く。,https://www.sunroad.or.jp/,https://www.google.com/maps/search/?api=1&query=%E3%82%B5%E3%83%B3%E3%83%AD%E3%83%BC%E3%83%89%E9%9D%92%E6%A3%AE%20%E9%9D%92%E6%A3%AE%E7%9C%8C%E9%9D%92%E6%A3%AE%E5%B8%82,旧世代ショッピングセンター,,,公式サイト：https://www.sunroad.or.jp/
福井県,勝山市,勝山サンプラザ,専門店街型商業施設,福井方式の共同店舗施設一覧（開業年・店舗数）,https://fukui-shoppingcenter.com/company/,,,,,1977年開業の地元商業者主導の2階建て共同店舗。現在も食品店と専門店が営業し、地方都市の共同店舗型SCとして商業と地域活動を併せ持つ。9:30～ 19:30,https://sunplazakatsuyama.wixsite.com/sunplaza,https://www.google.com/maps/search/?api=1&query=%E5%8B%9D%E5%B1%B1%E3%82%B5%E3%83%B3%E3%83%97%E3%83%A9%E3%82%B6%20%E7%A6%8F%E4%BA%95%E7%9C%8C%E5%8B%9D%E5%B1%B1%E5%B8%82,専門店街型商業施設,,,公式サイト：https://sunplazakatsuyama.wixsite.com/sunplaza
鳥取県,倉吉市,パープルタウン,旧世代ショッピングセンター,倉吉観光MICE協会の施設紹介（1981年開業・パータン広場）,https://www.kurayoshi-kankou.jp/purpletown/,,,,,1981年開業。食品・衣料・日用品に加えて映画館、フィットネスを内包し、中央イベントスペース「パータン広場」を核に駅徒歩圏の地域商業施設として営業を続ける。10時～19時,https://www.purpletown.com/,https://www.google.com/maps/search/?api=1&query=%E3%83%91%E3%83%BC%E3%83%97%E3%83%AB%E3%82%BF%E3%82%A6%E3%83%B3%20%E9%B3%A5%E5%8F%96%E7%9C%8C%E5%80%89%E5%90%89%E5%B8%82,旧世代ショッピングセンター,,,公式サイト：https://www.purpletown.com/
福井県,福井市,ショッピングシティ・ベル,旧世代ショッピングセンター,福井県共同店舗協同組合連合会の施設概要（1980年開業）,https://fukui-shoppingcenter.com/company/,,,,,1980年開業。ベル前駅に近い2階建て・約2万8000平方メートルの地域密着型SCで、平和堂と約70の専門店、レストラン街、イベント利用可能な共用部を組み合わせる。,https://bell.or.jp/,https://www.google.com/maps/search/?api=1&query=%E3%82%B7%E3%83%A7%E3%83%83%E3%83%94%E3%83%B3%E3%82%B0%E3%82%B7%E3%83%86%E3%82%A3%E3%83%BB%E3%83%99%E3%83%AB%20%E7%A6%8F%E4%BA%95%E7%9C%8C%E7%A6%8F%E4%BA%95%E5%B8%82,旧世代ショッピングセンター,,,公式サイト：https://bell.or.jp/
