都道府県,市区町村,店舗名・施設名,分類,関連リンク1タイトル,関連リンク1URL,関連リンク2タイトル,関連リンク2URL,関連リンク3タイトル,関連リンク3URL,説明・狙い目,公式サイト,Googleマップ,雰囲気,公式検索,地図検索名,参照
大阪府,大阪市此花区,大阪市下水道科学館,上下水道,大阪市下水道科学館の訪問記,https://ameblo.jp/kappe0812/entry-12767320631.html,,,,,"下水道PR施設。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",https://www.osaka-ssm.jp/,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%8B%E6%B0%B4%E9%81%93%E7%A7%91%E5%AD%A6%E9%A4%A8%20%E5%A4%A7%E9%98%AA%E5%BA%9C%20%E5%A4%A7%E9%98%AA%E5%B8%82%E6%AD%A4%E8%8A%B1%E5%8C%BA,ドリームコア,,,公式サイト：https://www.osaka-ssm.jp/
大阪府,大阪市東淀川区,大阪市水道記念館,上下水道,大阪市水道局の水道記念館で水道について学ぶ,https://hiratake.dev/blog/20230923/,,,,,"旧配水ポンプ場建築。公開状況は事前確認。
狙い目：ポンプを扱うための建物・設備の大きさを、公開範囲から観察したい。現役の設備と保存された施設を区別して見る。",https://suido-kinenkan.jp/,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E9%98%AA%E5%B8%82%E6%B0%B4%E9%81%93%E8%A8%98%E5%BF%B5%E9%A4%A8%20%E5%A4%A7%E9%98%AA%E5%BA%9C%20%E5%A4%A7%E9%98%AA%E5%B8%82%E6%9D%B1%E6%B7%80%E5%B7%9D%E5%8C%BA,リミナル,,,公式サイト：https://suido-kinenkan.jp/
兵庫県,神戸市兵庫区,神戸市水の科学博物館,上下水道,神戸市水の科学博物館 | hoyusoのブログ,https://ameblo.jp/hoyuso/entry-12531861078.html,,,,,"水道施設系の歴史建築。公開状況は確認。
狙い目：水の流れと設備の役割を対応させて読む。地形と都市の暮らしをつなぐ展示の構成に注目。",,https://www.google.com/maps/search/?api=1&query=%E7%A5%9E%E6%88%B8%E5%B8%82%E6%B0%B4%E3%81%AE%E7%A7%91%E5%AD%A6%E5%8D%9A%E7%89%A9%E9%A4%A8%20%E5%85%B5%E5%BA%AB%E7%9C%8C%20%E7%A5%9E%E6%88%B8%E5%B8%82%E5%85%B5%E5%BA%AB%E5%8C%BA,リミナル,,,
兵庫県,神戸市垂水区,明石海峡大橋 ブリッジワールド周辺施設,鉄道・交通,明石海峡大橋塔頂体験ブリッジワールドに参加してみた｜けろもぐ,https://note.com/keromogu_tayori/n/n888c37237741,,,,,"巨大橋梁インフラ見学。
狙い目：橋の構造と渡るための経路を結び付けて見る。実物の大きさを説明展示と対比したい。",https://www.jb-honshi.co.jp/bridgeworld/index.html,https://www.google.com/maps/search/?api=1&query=%E6%98%8E%E7%9F%B3%E6%B5%B7%E5%B3%A1%E5%A4%A7%E6%A9%8B%20%E3%83%96%E3%83%AA%E3%83%83%E3%82%B8%E3%83%AF%E3%83%BC%E3%83%AB%E3%83%89%E5%91%A8%E8%BE%BA%E6%96%BD%E8%A8%AD%20%E5%85%B5%E5%BA%AB%E7%9C%8C%20%E7%A5%9E%E6%88%B8%E5%B8%82%E5%9E%82%E6%B0%B4%E5%8C%BA,バックルーム,,,公式サイト：https://www.jb-honshi.co.jp/bridgeworld/index.html
兵庫県,神戸市垂水区,本州四国連絡高速道路 橋の科学館,鉄道・交通,「橋の科学館」を見学 | 趣味は‘散財’！ - 楽天ブログ,https://plaza.rakuten.co.jp/kenji07/diary/201305250000/,,,,,"橋梁PR館。
狙い目：橋の構造と渡るための経路を結び付けて見る。実物の大きさを説明展示と対比したい。",https://www.hashinokagakukan.jp/,https://www.google.com/maps/search/?api=1&query=%E6%9C%AC%E5%B7%9E%E5%9B%9B%E5%9B%BD%E9%80%A3%E7%B5%A1%E9%AB%98%E9%80%9F%E9%81%93%E8%B7%AF%20%E6%A9%8B%E3%81%AE%E7%A7%91%E5%AD%A6%E9%A4%A8%20%E5%85%B5%E5%BA%AB%E7%9C%8C%20%E7%A5%9E%E6%88%B8%E5%B8%82%E5%9E%82%E6%B0%B4%E5%8C%BA,リミナル,,,公式サイト：https://www.hashinokagakukan.jp/
徳島県,鳴門市,大鳴門橋架橋記念館エディ,鉄道・交通,大鳴門橋架橋記念館エディ　 - sogensyookuのブログ,https://sogensyooku.hatenablog.com/entry/2025/04/01/222310,,,,,"巨大橋と渦潮の展示施設。
狙い目：橋の構造と渡るための経路を結び付けて見る。実物の大きさを説明展示と対比したい。",https://www.uzunomichi.jp/usage-guide-eddy/,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E9%B3%B4%E9%96%80%E6%A9%8B%E6%9E%B6%E6%A9%8B%E8%A8%98%E5%BF%B5%E9%A4%A8%E3%82%A8%E3%83%87%E3%82%A3%20%E5%BE%B3%E5%B3%B6%E7%9C%8C%20%E9%B3%B4%E9%96%80%E5%B8%82,ドリームコア,,,公式サイト：https://www.uzunomichi.jp/usage-guide-eddy/
山口県,下関市,関門トンネル人道,鉄道・交通,関門トンネルの人道へ（門司～下関） | 大歩 悠（おおぶ ゆう）ブログ《悠歩路私記》,https://ameblo.jp/yusa-09/entry-12702052197.html,,,,,"海底を歩く長い人道トンネル。
狙い目：地上から地下へ進む際の光と見通しの変化を見たい。通路の奥行きと地上の景観を対比する。",,https://www.google.com/maps/search/?api=1&query=%E9%96%A2%E9%96%80%E3%83%88%E3%83%B3%E3%83%8D%E3%83%AB%E4%BA%BA%E9%81%93%20%E5%B1%B1%E5%8F%A3%E7%9C%8C%20%E4%B8%8B%E9%96%A2%E5%B8%82,バックルーム,,,
青森県,外ヶ浜町,青函トンネル記念館,鉄道・交通,青函トンネル記念館に行ってきました｜ちえのわ,https://note.com/nowatown/n/n7bd537a9df0d,,,,,"トンネル展示＋地下体験坑道。
狙い目：地上から地下へ進む際の光と見通しの変化を見たい。通路の奥行きと地上の景観を対比する。",http://seikan-tunnel-museum.jp/index.html,https://www.google.com/maps/search/?api=1&query=%E9%9D%92%E5%87%BD%E3%83%88%E3%83%B3%E3%83%8D%E3%83%AB%E8%A8%98%E5%BF%B5%E9%A4%A8%20%E9%9D%92%E6%A3%AE%E7%9C%8C%20%E5%A4%96%E3%83%B6%E6%B5%9C%E7%94%BA,バックルーム,,,公式サイト：http://seikan-tunnel-museum.jp/index.html
富山県,立山町,黒部ダム 展示・トンネル動線,ダム・河川,世紀の大事業「黒部ダム」と、関電トンネル電気バス〖立山・黒部乗り物の旅⑩ 最終回〗 | 湘南軽便鉄道のブログ,https://ameblo.jp/kenichi-0801/entry-12869291000.html,,,,,"巨大ダムと地下通路。
狙い目：地上から地下へ進む際の光と見通しの変化を見たい。通路の奥行きと地上の景観を対比する。",http://www.kurobe-dam.com/,https://www.google.com/maps/search/?api=1&query=%E9%BB%92%E9%83%A8%E3%83%80%E3%83%A0%20%E5%B1%95%E7%A4%BA%E3%83%BB%E3%83%88%E3%83%B3%E3%83%8D%E3%83%AB%E5%8B%95%E7%B7%9A%20%E5%AF%8C%E5%B1%B1%E7%9C%8C%20%E7%AB%8B%E5%B1%B1%E7%94%BA,バックルーム,,,公式サイト：http://www.kurobe-dam.com/
静岡県,浜松市天竜区,佐久間電力館,電力・エネルギー,佐久間電力館〖2019年9月16日〗 | Subaru6の休日お出かけ記録,https://ameblo.jp/subaru6ss/entry-12528980301.html,,,,,"ダム横の電力PR館。
狙い目：発電の仕組みと地域に置かれた設備の関係を読む。大規模な技術を来館者向けにどう説明するかが対象。",https://www.jpower.co.jp/learn/facilities/sakuma.html,https://www.google.com/maps/search/?api=1&query=%E4%BD%90%E4%B9%85%E9%96%93%E9%9B%BB%E5%8A%9B%E9%A4%A8%20%E9%9D%99%E5%B2%A1%E7%9C%8C%20%E6%B5%9C%E6%9D%BE%E5%B8%82%E5%A4%A9%E7%AB%9C%E5%8C%BA,リミナル,,,公式サイト：https://www.jpower.co.jp/learn/facilities/sakuma.html
静岡県,御前崎市,浜岡原子力館,電力・エネルギー,浜岡原子力館へ行ってきた | 散歩の思考,https://swingbooks.jp/2012/08/27/hamaoka/,,,,,"巨大エネルギーPR施設。
狙い目：発電の仕組みと地域に置かれた設備の関係を読む。大規模な技術を来館者向けにどう説明するかが対象。",http://www.chuden.co.jp/hamaoka-pr/,https://www.google.com/maps/search/?api=1&query=%E6%B5%9C%E5%B2%A1%E5%8E%9F%E5%AD%90%E5%8A%9B%E9%A4%A8%20%E9%9D%99%E5%B2%A1%E7%9C%8C%20%E5%BE%A1%E5%89%8D%E5%B4%8E%E5%B8%82,ドリームコア,,,公式サイト：http://www.chuden.co.jp/hamaoka-pr/
佐賀県,玄海町,玄海エネルギーパーク,電力・エネルギー,玄海エネルギーパーク | ぽよんのブログ　次はどこ行こう,https://ameblo.jp/pepe1283/entry-12862115037.html,,,,,"地方の巨大エネルギーPR施設。
狙い目：発電の仕組みと地域に置かれた設備の関係を読む。大規模な技術を来館者向けにどう説明するかが対象。",http://www.kyuden.co.jp/life_pavilion_enepark_index.html,https://www.google.com/maps/search/?api=1&query=%E7%8E%84%E6%B5%B7%E3%82%A8%E3%83%8D%E3%83%AB%E3%82%AE%E3%83%BC%E3%83%91%E3%83%BC%E3%82%AF%20%E4%BD%90%E8%B3%80%E7%9C%8C%20%E7%8E%84%E6%B5%B7%E7%94%BA,ドリームコア,,,公式サイト：http://www.kyuden.co.jp/life_pavilion_enepark_index.html
鹿児島県,薩摩川内市,川内原子力発電所展示館,電力・エネルギー,『川内原子力発電所展示館』に行ってきました(前編) - （´・ω・`）まったりいこうぜ,https://souki.hatenadiary.jp/entry/ar1042208,,,,,"原子力PR館。
狙い目：発電の仕組みと地域に置かれた設備の関係を読む。大規模な技術を来館者向けにどう説明するかが対象。",http://www.kyuden.co.jp/life_pavilion_sendai_index.html,https://www.google.com/maps/search/?api=1&query=%E5%B7%9D%E5%86%85%E5%8E%9F%E5%AD%90%E5%8A%9B%E7%99%BA%E9%9B%BB%E6%89%80%E5%B1%95%E7%A4%BA%E9%A4%A8%20%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C%20%E8%96%A9%E6%91%A9%E5%B7%9D%E5%86%85%E5%B8%82,ドリームコア,,,公式サイト：http://www.kyuden.co.jp/life_pavilion_sendai_index.html
愛媛県,伊方町,四国電力 伊方ビジターズハウス,電力・エネルギー,道の駅めぐりパート５１３-２　伊方きらら館　展望台から伊方ビジターハウスへ | ホロちゃんのパパの道の駅めぐり,https://ameblo.jp/horo-3115/entry-12624425446.html,,,,,"半島の電力PR施設。
狙い目：発電の仕組みと地域に置かれた設備の関係を読む。大規模な技術を来館者向けにどう説明するかが対象。",https://www.yonden.co.jp/energy/atom/tour/ikata_visitorshouse.html,https://www.google.com/maps/search/?api=1&query=%E5%9B%9B%E5%9B%BD%E9%9B%BB%E5%8A%9B%20%E4%BC%8A%E6%96%B9%E3%83%93%E3%82%B8%E3%82%BF%E3%83%BC%E3%82%BA%E3%83%8F%E3%82%A6%E3%82%B9%20%E6%84%9B%E5%AA%9B%E7%9C%8C%20%E4%BC%8A%E6%96%B9%E7%94%BA,リミナル,,,公式サイト：https://www.yonden.co.jp/energy/atom/tour/ikata_visitorshouse.html
新潟県,魚沼市,J-POWER 電源開発 奥只見電力館,電力・エネルギー,奥只見ドライブ　奥只見電力館(新潟県魚沼市) | シンカの進化,https://ameblo.jp/siokaradaisuki/entry-12686250448.html,,,,,"山奥のダム・電力展示。
狙い目：発電の仕組みと地域に置かれた設備の関係を読む。大規模な技術を来館者向けにどう説明するかが対象。",,https://www.google.com/maps/search/?api=1&query=J-POWER%20%E9%9B%BB%E6%BA%90%E9%96%8B%E7%99%BA%20%E5%A5%A5%E5%8F%AA%E8%A6%8B%E9%9B%BB%E5%8A%9B%E9%A4%A8%20%E6%96%B0%E6%BD%9F%E7%9C%8C%20%E9%AD%9A%E6%B2%BC%E5%B8%82,リミナル,,,
青森県,六ヶ所村,六ヶ所原燃PRセンター,電力・エネルギー,〖博物館〗六ヶ所原燃PRセンター｜もんばん,https://note.com/mon_ban/n/n078fc0b0907e,,,,,"エネルギーを扱う地域施設。
狙い目：発電の仕組みと地域に置かれた設備の関係を読む。大規模な技術を来館者向けにどう説明するかが対象。",https://6prc.jp/,https://www.google.com/maps/search/?api=1&query=%E5%85%AD%E3%83%B6%E6%89%80%E5%8E%9F%E7%87%83PR%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E9%9D%92%E6%A3%AE%E7%9C%8C%20%E5%85%AD%E3%83%B6%E6%89%80%E6%9D%91,科学系施設,,,公式サイト：https://6prc.jp/
東京都,小平市,小平市ふれあい下水道館,上下水道,日本で唯一下水道に入れる！？小平市ふれあい下水道館に行ってきた - えむえぬえる - 暇を楽しむ日記帳 -,https://semi20251.hatenablog.com/entry/2025/09/17/193000_1,,,,,"水処理・供給設備と都市インフラの仕組みを扱う。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",https://www.city.kodaira.tokyo.jp/kurashi/070/070022.html,https://www.google.com/maps/search/?api=1&query=%E5%B0%8F%E5%B9%B3%E5%B8%82%E3%81%B5%E3%82%8C%E3%81%82%E3%81%84%E4%B8%8B%E6%B0%B4%E9%81%93%E9%A4%A8%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E5%B0%8F%E5%B9%B3%E5%B8%82,科学系施設,,,公式サイト：https://www.city.kodaira.tokyo.jp/kurashi/070/070022.html
東京都,港区,芝浦水再生センター,上下水道,,,,,,,"予約見学。下水処理施設そのものに入り、水処理工程を見学できる。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/03-01/index.html,https://www.google.com/maps/search/?api=1&query=%E8%8A%9D%E6%B5%A6%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%B8%AF%E5%8C%BA,見学可能な公的建築,,,公式サイト：https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/03-01/index.html
東京都,荒川区,三河島水再生センター,上下水道,,,,,,,"予約見学。現役施設に加え旧三河島汚水処分場喞筒場が残る。
狙い目：ポンプを扱うための建物・設備の大きさを、公開範囲から観察したい。現役の設備と保存された施設を区別して見る。",,https://www.google.com/maps/search/?api=1&query=%E4%B8%89%E6%B2%B3%E5%B3%B6%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E8%8D%92%E5%B7%9D%E5%8C%BA,見学可能な公的建築,,,
東京都,江東区,砂町水再生センター,上下水道,,,,,,,"予約見学。巨大な沈殿池・反応槽を含む都市インフラ。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/03-06/index.html,https://www.google.com/maps/search/?api=1&query=%E7%A0%82%E7%94%BA%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%B1%9F%E6%9D%B1%E5%8C%BA,見学可能な公的建築,,,公式サイト：https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/03-06/index.html
東京都,江東区,有明水再生センター,上下水道,,,,,,,"予約見学。臨海副都心の大型下水処理施設。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/03-12/,https://www.google.com/maps/search/?api=1&query=%E6%9C%89%E6%98%8E%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%B1%9F%E6%9D%B1%E5%8C%BA,見学可能な公的建築,,,公式サイト：https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/03-12/
東京都,新宿区,落合水再生センター,上下水道,,,,,,,"予約見学。住宅地の中にある大規模処理施設。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",https://www.gesui.metro.tokyo.lg.jp/pr/kengaku/guide/sise-list/44994,https://www.google.com/maps/search/?api=1&query=%E8%90%BD%E5%90%88%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%96%B0%E5%AE%BF%E5%8C%BA,見学可能な公的建築,,,公式サイト：https://www.gesui.metro.tokyo.lg.jp/pr/kengaku/guide/sise-list/44994
東京都,大田区,森ヶ崎水再生センター,上下水道,,,,,,,"予約見学。東京都最大級の水再生センター。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/03-11/index.html,https://www.google.com/maps/search/?api=1&query=%E6%A3%AE%E3%83%B6%E5%B4%8E%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E5%A4%A7%E7%94%B0%E5%8C%BA,見学可能な公的建築,,,公式サイト：https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/03-11/index.html
東京都,府中市,北多摩一号水再生センター,上下水道,,,,,,,"予約見学。多摩川流域の広域下水処理施設。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/04-01/index.html,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E5%A4%9A%E6%91%A9%E4%B8%80%E5%8F%B7%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E5%BA%9C%E4%B8%AD%E5%B8%82,見学可能な公的建築,,,公式サイト：https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/04-01/index.html
