都道府県,市区町村,店舗名・施設名,分類,関連リンク1タイトル,関連リンク1URL,関連リンク2タイトル,関連リンク2URL,関連リンク3タイトル,関連リンク3URL,説明・狙い目,公式サイト,Googleマップ,雰囲気,公式検索,地図検索名,参照
茨城県,つくば市,筑波山ロープウェイ 女体山駅,展望塔・山頂施設,,,,,,,"山上交通施設。
狙い目：乗り物を降りた場所から屋外へ移る切り替わりに注目。山の景観と人工的な駅・待合の組み合わせを見る。",http://www.mt-tsukuba.com/?page_id,https://www.google.com/maps/search/?api=1&query=%E7%AD%91%E6%B3%A2%E5%B1%B1%E3%83%AD%E3%83%BC%E3%83%97%E3%82%A6%E3%82%A7%E3%82%A4%20%E5%A5%B3%E4%BD%93%E5%B1%B1%E9%A7%85%20%E8%8C%A8%E5%9F%8E%E7%9C%8C%20%E3%81%A4%E3%81%8F%E3%81%B0%E5%B8%82,リミナル,,,公式サイト：http://www.mt-tsukuba.com/?page_id
神奈川県,箱根町,箱根駒ヶ岳ロープウェー 山頂駅,展望塔・山頂施設,,,,,,,"山頂駅と巨大空間。
狙い目：乗り物を降りた場所から屋外へ移る切り替わりに注目。山の景観と人工的な駅・待合の組み合わせを見る。",http://www.princehotels.co.jp/amuse/hakone-en/ropeway/,https://www.google.com/maps/search/?api=1&query=%E7%AE%B1%E6%A0%B9%E9%A7%92%E3%83%B6%E5%B2%B3%E3%83%AD%E3%83%BC%E3%83%97%E3%82%A6%E3%82%A7%E3%83%BC%20%E5%B1%B1%E9%A0%82%E9%A7%85%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%20%E7%AE%B1%E6%A0%B9%E7%94%BA,ドリームコア,,,公式サイト：http://www.princehotels.co.jp/amuse/hakone-en/ropeway/
静岡県,伊豆の国市,伊豆パノラマパーク 山頂施設,展望塔・山頂施設,,,,,,,"ロープウェイ山頂の人工的レジャー空間。
狙い目：乗り物を降りた場所から屋外へ移る切り替わりに注目。山の景観と人工的な駅・待合の組み合わせを見る。",https://www.panoramapark.co.jp/,https://www.google.com/maps/search/?api=1&query=%E4%BC%8A%E8%B1%86%E3%83%91%E3%83%8E%E3%83%A9%E3%83%9E%E3%83%91%E3%83%BC%E3%82%AF%20%E5%B1%B1%E9%A0%82%E6%96%BD%E8%A8%AD%20%E9%9D%99%E5%B2%A1%E7%9C%8C%20%E4%BC%8A%E8%B1%86%E3%81%AE%E5%9B%BD%E5%B8%82,ドリームコア,,,公式サイト：https://www.panoramapark.co.jp/
静岡県,静岡市清水区,日本平ロープウェイ 日本平駅,展望塔・山頂施設,,,,,,,"観光ロープウェイ待合。
狙い目：乗り物を降りた場所から屋外へ移る切り替わりに注目。山の景観と人工的な駅・待合の組み合わせを見る。",https://ropeway.shizutetsu.co.jp/,https://www.google.com/maps/search/?api=1&query=%E6%97%A5%E6%9C%AC%E5%B9%B3%E3%83%AD%E3%83%BC%E3%83%97%E3%82%A6%E3%82%A7%E3%82%A4%20%E6%97%A5%E6%9C%AC%E5%B9%B3%E9%A7%85%20%E9%9D%99%E5%B2%A1%E7%9C%8C%20%E9%9D%99%E5%B2%A1%E5%B8%82%E6%B8%85%E6%B0%B4%E5%8C%BA,リミナル,,,公式サイト：https://ropeway.shizutetsu.co.jp/
滋賀県,大津市,びわ湖バレイ ロープウェイ山頂駅,展望塔・山頂施設,,,,,,,"巨大山頂交通施設。
狙い目：乗り物を降りた場所から屋外へ移る切り替わりに注目。山の景観と人工的な駅・待合の組み合わせを見る。",http://www.biwako-valley.com/,https://www.google.com/maps/search/?api=1&query=%E3%81%B3%E3%82%8F%E6%B9%96%E3%83%90%E3%83%AC%E3%82%A4%20%E3%83%AD%E3%83%BC%E3%83%97%E3%82%A6%E3%82%A7%E3%82%A4%E5%B1%B1%E9%A0%82%E9%A7%85%20%E6%BB%8B%E8%B3%80%E7%9C%8C%20%E5%A4%A7%E6%B4%A5%E5%B8%82,リミナル,,,公式サイト：http://www.biwako-valley.com/
兵庫県,神戸市灘区,六甲有馬ロープウェー 六甲山頂駅,展望塔・山頂施設,,,,,,,"山頂の乗換・待合空間。
狙い目：乗り物を降りた場所から屋外へ移る切り替わりに注目。山の景観と人工的な駅・待合の組み合わせを見る。",https://koberope.jp/rokko/price,https://www.google.com/maps/search/?api=1&query=%E5%85%AD%E7%94%B2%E6%9C%89%E9%A6%AC%E3%83%AD%E3%83%BC%E3%83%97%E3%82%A6%E3%82%A7%E3%83%BC%20%E5%85%AD%E7%94%B2%E5%B1%B1%E9%A0%82%E9%A7%85%20%E5%85%B5%E5%BA%AB%E7%9C%8C%20%E7%A5%9E%E6%88%B8%E5%B8%82%E7%81%98%E5%8C%BA,リミナル,,,公式サイト：https://koberope.jp/rokko/price
徳島県,徳島市,眉山ロープウェイ 山頂口,展望塔・山頂施設,,,,,,,"地方都市を見下ろす山頂交通施設。
狙い目：乗り物を降りた場所から屋外へ移る切り替わりに注目。山の景観と人工的な駅・待合の組み合わせを見る。",https://www.awaodori-kaikan.jp/,https://www.google.com/maps/search/?api=1&query=%E7%9C%89%E5%B1%B1%E3%83%AD%E3%83%BC%E3%83%97%E3%82%A6%E3%82%A7%E3%82%A4%20%E5%B1%B1%E9%A0%82%E5%8F%A3%20%E5%BE%B3%E5%B3%B6%E7%9C%8C%20%E5%BE%B3%E5%B3%B6%E5%B8%82,リミナル,,,公式サイト：https://www.awaodori-kaikan.jp/
福岡県,北九州市八幡東区,皿倉山ケーブルカー 山上駅,展望塔・山頂施設,,,,,,,"ケーブルカー＋展望施設。
狙い目：乗り物を降りた場所から屋外へ移る切り替わりに注目。山の景観と人工的な駅・待合の組み合わせを見る。",http://www.sarakurayama-cablecar.co.jp/about/,https://www.google.com/maps/search/?api=1&query=%E7%9A%BF%E5%80%89%E5%B1%B1%E3%82%B1%E3%83%BC%E3%83%96%E3%83%AB%E3%82%AB%E3%83%BC%20%E5%B1%B1%E4%B8%8A%E9%A7%85%20%E7%A6%8F%E5%B2%A1%E7%9C%8C%20%E5%8C%97%E4%B9%9D%E5%B7%9E%E5%B8%82%E5%85%AB%E5%B9%A1%E6%9D%B1%E5%8C%BA,ドリームコア,,,公式サイト：http://www.sarakurayama-cablecar.co.jp/about/
長崎県,長崎市,長崎ロープウェイ 稲佐岳駅,展望塔・山頂施設,,,,,,,"夜の山頂施設が強い。
狙い目：乗り物を降りた場所から屋外へ移る切り替わりに注目。山の景観と人工的な駅・待合の組み合わせを見る。",https://inasayama.info/,https://www.google.com/maps/search/?api=1&query=%E9%95%B7%E5%B4%8E%E3%83%AD%E3%83%BC%E3%83%97%E3%82%A6%E3%82%A7%E3%82%A4%20%E7%A8%B2%E4%BD%90%E5%B2%B3%E9%A7%85%20%E9%95%B7%E5%B4%8E%E7%9C%8C%20%E9%95%B7%E5%B4%8E%E5%B8%82,ドリームコア,,,公式サイト：https://inasayama.info/
大分県,別府市,別府ラクテンチ ケーブルカー 雲泉寺駅,展望塔・山頂施設,,,,,,,"古いケーブルカーと遊園地接続。
狙い目：乗り物を降りた場所から屋外へ移る切り替わりに注目。山の景観と人工的な駅・待合の組み合わせを見る。",https://rakutenchi.jp/,https://www.google.com/maps/search/?api=1&query=%E5%88%A5%E5%BA%9C%E3%83%A9%E3%82%AF%E3%83%86%E3%83%B3%E3%83%81%20%E3%82%B1%E3%83%BC%E3%83%96%E3%83%AB%E3%82%AB%E3%83%BC%20%E9%9B%B2%E6%B3%89%E5%AF%BA%E9%A7%85%20%E5%A4%A7%E5%88%86%E7%9C%8C%20%E5%88%A5%E5%BA%9C%E5%B8%82,ドリームコア,,,公式サイト：https://rakutenchi.jp/
東京都,渋谷区,渋谷スクランブルスクエア「SHIBUYA SKY SKY STAGE」,屋上展望施設,【東京旅】9割が外国人、SHIBUYÅ SKY @渋谷スクランブルスクエア,https://ameblo.jp/nocovic/entry-12882615889.html,,,,,"有料・チケット制。完全な屋外屋上。高所感は最大級。
狙い目：屋内から外へ出たときの視界と、周囲の街との高さの違いを見たい。眺望だけでなく屋外空間へ至る経路も対象。",https://www.shibuya-scramble-square.com/,https://www.google.com/maps/search/?api=1&query=%E6%B8%8B%E8%B0%B7%E3%82%B9%E3%82%AF%E3%83%A9%E3%83%B3%E3%83%96%E3%83%AB%E3%82%B9%E3%82%AF%E3%82%A8%E3%82%A2%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%B8%8B%E8%B0%B7%E5%8C%BA,屋上・屋上庭園・公開テラス,,渋谷スクランブルスクエア,公式サイト：https://www.shibuya-scramble-square.com/
東京都,渋谷区,恵比寿ガーデンプレイスタワー「SKY LOUNGE周辺屋外眺望空間」,高層展望・テラス,恵比寿ガーデンプレイス「スカイラウンジ」で夜景撮影してきた,https://ameblo.jp/e10dokup/entry-12552020110.html,,,,,"無料。都市俯瞰系。庭園より眺望重視。
狙い目：植栽のまとまりと建物の縁、街への見通しの関係を見たい。庭園として滞在する場所と通行する場所を比べる。",https://gardenplace.jp/,https://www.google.com/maps/search/?api=1&query=%E6%81%B5%E6%AF%94%E5%AF%BF%E3%82%AC%E3%83%BC%E3%83%87%E3%83%B3%E3%83%97%E3%83%AC%E3%82%A4%E3%82%B9%E3%82%BF%E3%83%AF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%B8%8B%E8%B0%B7%E5%8C%BA,屋上・屋上庭園・公開テラス,,恵比寿ガーデンプレイスタワー,公式サイト：https://gardenplace.jp/
東京都,港区,六本木ヒルズ「屋上スカイデッキ系公開イベント」,高層屋外展望,六本木ヒルズ　スカイデッキへ行ってきた　vol.1,https://ameblo.jp/kantokuyo/entry-12122544740.html,,,,,"開催時・条件あり。通常庭園とは別系統の高所屋外体験。
狙い目：一般公開されている場合に、屋内から屋外へ移る経路と周囲の建物との高さの関係を見たい。常時開放の屋上とは区別して扱う。",https://www.roppongihills.com/,https://www.google.com/maps/search/?api=1&query=%E5%85%AD%E6%9C%AC%E6%9C%A8%E3%83%92%E3%83%AB%E3%82%BA%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%B8%AF%E5%8C%BA,屋上・屋上庭園・公開テラス,,六本木ヒルズ,公式サイト：https://www.roppongihills.com/
東京都,練馬区,練馬区役所「屋上・展望ロビー周辺」,庁舎展望・屋外系,,,,,,,"無料。自治体庁舎の眺望施設。
狙い目：屋内の眺望空間として、窓越しの街の見え方と閲覧・滞在する場所の配置を観察したい。",http://www.city.nerima.tokyo.jp/,https://www.google.com/maps/search/?api=1&query=%E7%B7%B4%E9%A6%AC%E5%8C%BA%E5%BD%B9%E6%89%80%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E7%B7%B4%E9%A6%AC%E5%8C%BA,屋上・屋上庭園・公開テラス,,練馬区役所,公式サイト：http://www.city.nerima.tokyo.jp/
東京都,文京区,文京シビックセンター「展望ラウンジ周辺」,庁舎展望施設,,,,,,,"無料。屋内中心だが公共高所施設として近い。
狙い目：屋内の眺望空間として、窓越しの街の見え方と閲覧・滞在する場所の配置を観察したい。",,https://www.google.com/maps/search/?api=1&query=%E6%96%87%E4%BA%AC%E3%82%B7%E3%83%93%E3%83%83%E3%82%AF%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%96%87%E4%BA%AC%E5%8C%BA,屋上・屋上庭園・公開テラス,,文京シビックセンター,
東京都,北区,北とぴあ「展望ロビー・屋外系イベント」,公共文化施設高所,,,,,,,"無料。公共施設の高所空間。
狙い目：一般公開されている場合に、屋内から屋外へ移る経路と周囲の建物との高さの関係を見たい。常時開放の屋上とは区別して扱う。",http://www.hokutopia.jp/,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E3%81%A8%E3%81%B4%E3%81%82%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E5%8C%97%E5%8C%BA,屋上・屋上庭園・公開テラス,,北とぴあ,公式サイト：http://www.hokutopia.jp/
東京都,台東区,浅草文化観光センター「8階展望テラス」,公共施設高層テラス,,,,,,,"無料。雷門と仲見世を見下ろす。
狙い目：屋内から外へ出たときの視界と、周囲の街との高さの違いを見たい。眺望だけでなく屋外空間へ至る経路も対象。",https://www.city.taito.lg.jp/bunka_kanko/kankoinfo/info/oyakudachi/kankocenter/a-tic-gaiyo.html,https://www.google.com/maps/search/?api=1&query=%E6%B5%85%E8%8D%89%E6%96%87%E5%8C%96%E8%A6%B3%E5%85%89%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E5%8F%B0%E6%9D%B1%E5%8C%BA,屋上・屋上庭園・公開テラス,,浅草文化観光センター,公式サイト：https://www.city.taito.lg.jp/bunka_kanko/kankoinfo/info/oyakudachi/kankocenter/a-tic-gaiyo.html
東京都,墨田区,すみだリバーサイドホール／墨田区役所「上層展望スペース」,公共施設高所,,,,,,,"無料。隅田川沿い庁舎の眺望空間。
狙い目：行政施設の業務空間から庭園・眺望空間へ移る動線を見たい。一般利用できる区画と執務区域の分け方も対象。",http://www.city.sumida.lg.jp/sisetu_info/tamokuteki/sumidariversidehall/,https://www.google.com/maps/search/?api=1&query=%E3%81%99%E3%81%BF%E3%81%A0%E3%83%AA%E3%83%90%E3%83%BC%E3%82%B5%E3%82%A4%E3%83%89%E3%83%9B%E3%83%BC%E3%83%AB%EF%BC%8F%E5%A2%A8%E7%94%B0%E5%8C%BA%E5%BD%B9%E6%89%80%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E5%A2%A8%E7%94%B0%E5%8C%BA,屋上・屋上庭園・公開テラス,,すみだリバーサイドホール／墨田区役所,公式サイト：http://www.city.sumida.lg.jp/sisetu_info/tamokuteki/sumidariversidehall/
東京都,墨田区,東京スカイツリー「天望回廊周辺屋外イベント空間」,高所展望施設,,,,,,,"有料。屋内中心だが屋上・高所収集の関連候補。
狙い目：一般公開されている場合に、屋内から屋外へ移る経路と周囲の建物との高さの関係を見たい。常時開放の屋上とは区別して扱う。",https://www.tokyo-skytree.jp/?utm_source,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E3%82%B9%E3%82%AB%E3%82%A4%E3%83%84%E3%83%AA%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E5%A2%A8%E7%94%B0%E5%8C%BA,屋上・屋上庭園・公開テラス,,東京スカイツリー,公式サイト：https://www.tokyo-skytree.jp/?utm_source
東京都,江戸川区,タワーホール船堀「展望塔・上層屋外系空間」,公共文化施設,,,,,,,"無料。公共施設高所系。
狙い目：屋内から外へ出たときの視界と、周囲の街との高さの違いを見たい。眺望だけでなく屋外空間へ至る経路も対象。",https://www.towerhall.jp/,https://www.google.com/maps/search/?api=1&query=%E3%82%BF%E3%83%AF%E3%83%BC%E3%83%9B%E3%83%BC%E3%83%AB%E8%88%B9%E5%A0%80%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%B1%9F%E6%88%B8%E5%B7%9D%E5%8C%BA,屋上・屋上庭園・公開テラス,,タワーホール船堀,公式サイト：https://www.towerhall.jp/
