都道府県,市区町村,店舗名・施設名,分類,説明・狙い目,公式サイト,Googleマップ,関連リンク1タイトル,関連リンク1URL,関連リンク2タイトル,関連リンク2URL,関連リンク3タイトル,関連リンク3URL
東京都,東大和市,旧日立航空機株式会社変電所,軍需工場変電所・戦災建造物,現在は東大和南公園内に保存公開される市指定文化財。1938年建設の軍需工場変電所で、機銃掃射・爆撃の弾痕が外壁に残る。狙い目：弾痕、公開される内部設備、工場跡を公園化した周辺景観。,https://www.city.higashiyamato.lg.jp/bunkasports/museum/1006099/1006102.html,,旧日立航空機株式会社変電所の解説,https://www.city.higashiyamato.lg.jp/shisei/furusato/1003931/1003934.html,,,,
東京都,東大和市,東大和南公園,軍需工場跡・公園,現在は都立公園。日立航空機立川工場跡地を公園として利用し、敷地内に旧変電所を保存する。狙い目：緑地と工場跡建物、玉川上水駅からの導線を観察する。,https://www.tokyo-park.or.jp/park/higashiyamato/,,旧日立航空機株式会社変電所の解説,https://www.city.higashiyamato.lg.jp/shisei/furusato/1003931/1003934.html,,,,
東京都,調布市,調布飛行場,陸軍飛行場・現役飛行場,現在は民間空港。1941年開設の調布飛行場は戦時中に陸軍飛行場として使用され、周辺に門柱・掩体壕・高射砲陣地跡が残る。狙い目：公開道路から滑走路周辺の地形と門柱を観察する。,https://www.kouwan.metro.tokyo.lg.jp/airport/chofu/,,調布市「戦争と平和の軌跡巡り」,https://www.city.chofu.lg.jp/040010/p020909.html,,,,
東京都,三鷹市,武蔵野の森公園・大沢掩体壕,掩体壕・公園,現在は都立公園。調布飛行場周辺に構築された有蓋掩体のうち大沢1号・2号が保存されている。狙い目：開口部・厚い屋根、飛行場との距離、公園園路からの見え方。,https://www.tokyo-park.or.jp/park/musashinonomori/,,掩体壕 大沢1号・2号,https://www.city.mitaka.lg.jp/peace-tourism/spots/mitaka_01_10.html,,,,
東京都,立川市,国営昭和記念公園,旧飛行場・米軍基地跡・公園,現在は国営公園。旧陸軍立川飛行場、戦後の米軍立川基地を経て公園化された180haの土地で、現在の原っぱ・道路に基地跡のスケールが残る。狙い目：広域園路と旧基地境界、防災基地との連続性。,https://www.ktr.mlit.go.jp/showa/,,公園の経緯（立川飛行場・米軍基地）,https://www.ktr.mlit.go.jp/showa/showa_00012.html,,,,
東京都,立川市,立川飛行場・立川駐屯地周辺,旧陸軍飛行場・現役基地,現在は陸上自衛隊立川駐屯地など。1922年開設の立川飛行場は陸軍航空拠点、戦後は米軍基地となり、返還後も飛行場機能が続く。狙い目：内部立入を前提にせず、公道・公開行事の範囲で周辺を観察する。,https://www.mod.go.jp/gsdf/eae/eaavn/contents/2-1-history/2-1-history.html,,立川飛行場のあゆみ,https://www.city.tachikawa.lg.jp/_res/projects/default_project/_page_/001/004/905/7tatikawahikoujou.pdf,,,,
東京都,八王子市,浅川地下壕,地下壕・軍需工場関連,現在は八王子市内に残る大規模地下壕。戦時中に軍需工場の疎開先として掘削され、地上の住宅地・道路の下に地下空間の痕跡を残す。狙い目：見学会など合法的な機会に限定して坑道と地上地形を比較する。,https://www.city.hachioji.tokyo.jp/,,浅川地下壕の現地記録,https://cave.8park.jp/asakawa.html,,,,
東京都,文京区,小石川後楽園,旧水戸藩邸・東京砲兵工廠隣接地,現在は都立庭園。隣接する東京砲兵工廠と戦時都市の土地利用を考えられる庭園で、戦後都市化との変化を周辺から読める。狙い目：庭園外周、後楽園駅・東京ドーム側との位置関係。,https://www.tokyo-park.or.jp/park/koishikawakorakuen/,,,,,,,
東京都,文京区,東京ドームシティ周辺（旧東京砲兵工廠跡）,軍需工場跡・複合都市施設,現在は東京ドームシティ。旧東京砲兵工廠の敷地に野球場・遊園地・商業施設が展開した土地利用の変化を、現在の回遊空間から考える。狙い目：ドーム、駅、区役所周辺の敷地境界を地図で照合する。,https://www.tokyo-dome.co.jp/,,,,,,,
東京都,墨田区,横網町公園・東京都慰霊堂,旧陸軍被服廠跡・震災戦災記憶,現在は公園と慰霊施設。旧陸軍被服廠跡で関東大震災の火災旋風と東京大空襲の記憶を重ねて伝える。狙い目：慰霊堂、復興記念館、園内広場と市街地の関係。,https://tokyoireido.jp/,,東京都慰霊堂・横網町公園案内,https://www.tokyo-park.or.jp/park/yokoamicho/,,,,
東京都,台東区・墨田区,言問橋,東京大空襲戦災地点・橋梁,現在も使われる隅田川の橋。1945年3月10日の東京大空襲で多数の犠牲者が出た地点として、都市交通の現在と戦災の記憶を重ねて歩ける。狙い目：橋上から隅田川・浅草側を見渡す。,https://www.kensetsu.metro.tokyo.lg.jp/jigyo/river/kasen/kototoibashi.html,,,,,,,
東京都,北区,旧東京第一陸軍造兵廠旧254号棟（十条駐屯地外周）,旧造兵廠建築・現役施設,現在は自衛隊十条駐屯地内の建物。旧東京第一陸軍造兵廠254号棟として北区平和マップに記録される。狙い目：立入禁止区域へ入らず、外周の公道から位置を確認する。,https://www.city.kita.lg.jp/_res/projects/default_project/_page_/001/010/294/kitaku_heiwa_map2024.pdf,,,,,,,
東京都,北区,赤羽緑道公園（軍用貨物引込線跡）,軍用鉄道跡・公園,現在は緑道公園。北区平和マップが示す軍用貨物引込線跡で、造兵廠・兵器補給廠と鉄道網の関係を歩いて確認できる。狙い目：緑道の直線、線路跡の高低差、旧工場地区への方向。,https://www.city.kita.lg.jp/_res/projects/default_project/_page_/001/010/294/kitaku_heiwa_map2024.pdf,,,,,,,
東京都,北区,名主の滝公園（戦災樹木）,戦災樹木・公園,現在は区立公園。北区平和マップに1945年4月の空襲被災が記録された樹木が示される。狙い目：樹木の位置と公園地形を観察し、都市の緑に残る戦災痕跡を確認する。,https://www.city.kita.lg.jp/,,,,,,,
東京都,三鷹市,調布飛行場門柱,飛行場遺構・門柱,現在は調布飛行場周辺に残る門柱。1941年竣工時の正門として設置された。狙い目：公道から門柱の位置と飛行場入口、住宅地との境界を確認する。,https://www.city.chofu.lg.jp/040010/p020909.html,,,,,,,
東京都,三鷹市,三鷹市大沢高射砲陣地跡,高射砲陣地跡・碑,現在は民有地内の碑を道路から確認する平和スポット。調布飛行場防空のための高射砲陣地跡で、1945年の戦闘記録が残る。狙い目：立入可能範囲から碑と飛行場周辺の地形を確認する。,https://www.city.chofu.lg.jp/040010/p020909.html,,,,,,,
