都道府県,市区町村,店舗名・施設名,分類,関連リンク1タイトル,関連リンク1URL,関連リンク2タイトル,関連リンク2URL,関連リンク3タイトル,関連リンク3URL,説明・狙い目,公式サイト,Googleマップ,雰囲気,公式検索,地図検索名,参照
大阪府,大阪市港区,大阪市中央体育館（Asueアリーナ大阪）,公共文化・体育,,,,,,,"巨大地下型体育館。
狙い目：競技や活動のための大空間と、そこへ入るまでの共用部分を比較したい。一般利用できる範囲で用途ごとの大きさの差を見る。",https://www.yahataya-park.jp/osaka_arena/index.html,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E9%98%AA%E5%B8%82%E4%B8%AD%E5%A4%AE%E4%BD%93%E8%82%B2%E9%A4%A8%EF%BC%88Asue%E3%82%A2%E3%83%AA%E3%83%BC%E3%83%8A%E5%A4%A7%E9%98%AA%EF%BC%89%20%E5%A4%A7%E9%98%AA%E5%BA%9C%20%E5%A4%A7%E9%98%AA%E5%B8%82%E6%B8%AF%E5%8C%BA,リミナル,,,公式サイト：https://www.yahataya-park.jp/osaka_arena/index.html
東京都,港区,芝浦水再生センター,水再生センター,,,,,,,"予約見学。下水処理施設そのものに入り、水処理工程を見学できる。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/03-01/index.html,https://www.google.com/maps/search/?api=1&query=%E8%8A%9D%E6%B5%A6%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%B8%AF%E5%8C%BA,見学可能な公的建築,,,公式サイト：https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/03-01/index.html
東京都,荒川区,三河島水再生センター,水再生センター・近代化遺産,,,,,,,"予約見学。現役施設に加え旧三河島汚水処分場喞筒場が残る。
狙い目：ポンプを扱うための建物・設備の大きさを、公開範囲から観察したい。現役の設備と保存された施設を区別して見る。",,https://www.google.com/maps/search/?api=1&query=%E4%B8%89%E6%B2%B3%E5%B3%B6%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E8%8D%92%E5%B7%9D%E5%8C%BA,見学可能な公的建築,,,
東京都,江東区,砂町水再生センター,水再生センター,,,,,,,"予約見学。巨大な沈殿池・反応槽を含む都市インフラ。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/03-06/index.html,https://www.google.com/maps/search/?api=1&query=%E7%A0%82%E7%94%BA%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%B1%9F%E6%9D%B1%E5%8C%BA,見学可能な公的建築,,,公式サイト：https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/03-06/index.html
東京都,江東区,有明水再生センター,水再生センター,,,,,,,"予約見学。臨海副都心の大型下水処理施設。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/03-12/,https://www.google.com/maps/search/?api=1&query=%E6%9C%89%E6%98%8E%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%B1%9F%E6%9D%B1%E5%8C%BA,見学可能な公的建築,,,公式サイト：https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/03-12/
東京都,新宿区,落合水再生センター,水再生センター,,,,,,,"予約見学。住宅地の中にある大規模処理施設。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",https://www.gesui.metro.tokyo.lg.jp/pr/kengaku/guide/sise-list/44994,https://www.google.com/maps/search/?api=1&query=%E8%90%BD%E5%90%88%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%96%B0%E5%AE%BF%E5%8C%BA,見学可能な公的建築,,,公式サイト：https://www.gesui.metro.tokyo.lg.jp/pr/kengaku/guide/sise-list/44994
東京都,大田区,森ヶ崎水再生センター,水再生センター,,,,,,,"予約見学。東京都最大級の水再生センター。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/03-11/index.html,https://www.google.com/maps/search/?api=1&query=%E6%A3%AE%E3%83%B6%E5%B4%8E%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E5%A4%A7%E7%94%B0%E5%8C%BA,見学可能な公的建築,,,公式サイト：https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/03-11/index.html
東京都,府中市,北多摩一号水再生センター,水再生センター,,,,,,,"予約見学。多摩川流域の広域下水処理施設。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/04-01/index.html,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E5%A4%9A%E6%91%A9%E4%B8%80%E5%8F%B7%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E5%BA%9C%E4%B8%AD%E5%B8%82,見学可能な公的建築,,,公式サイト：https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/04-01/index.html
東京都,稲城市,南多摩水再生センター,水再生センター,,,,,,,"予約見学。処理施設内部を見学可能。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/04-04/,https://www.google.com/maps/search/?api=1&query=%E5%8D%97%E5%A4%9A%E6%91%A9%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E7%A8%B2%E5%9F%8E%E5%B8%82,見学可能な公的建築,,,公式サイト：https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/04-04/
東京都,国立市,北多摩二号水再生センター,水再生センター,,,,,,,"予約見学。多摩地域の公共下水処理施設。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E5%A4%9A%E6%91%A9%E4%BA%8C%E5%8F%B7%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E5%9B%BD%E7%AB%8B%E5%B8%82,見学可能な公的建築,,,
東京都,日野市,浅川水再生センター,水再生センター,,,,,,,"予約見学。水処理設備を実地見学できる。
狙い目：処理の順序と設備の配置を結び付けて見る。見学用の解説と、実際に水やごみが流れる経路の対応が狙い目。",https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/04-05/index.html,https://www.google.com/maps/search/?api=1&query=%E6%B5%85%E5%B7%9D%E6%B0%B4%E5%86%8D%E7%94%9F%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%97%A5%E9%87%8E%E5%B8%82,見学可能な公的建築,,,公式サイト：https://www.gesui.metro.tokyo.lg.jp/business/b4/guide/sise-list/04-05/index.html
北海道,美唄市,アルテピアッツァ美唄（旧栄小学校）,廃校活用・文化施設,,,,,,,"一般利用。木造校舎を再利用した公共性の高い芸術空間。
狙い目：教室や廊下として造られた部分を現在の用途にどう使っているかを見る。学校時代の構成と新しい利用の重なりが狙い目。",https://www.artepiazza.jp/guide/map/art-space/,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%AB%E3%83%86%E3%83%94%E3%82%A2%E3%83%83%E3%83%84%E3%82%A1%E7%BE%8E%E5%94%84%EF%BC%88%E6%97%A7%E6%A0%84%E5%B0%8F%E5%AD%A6%E6%A0%A1%EF%BC%89%20%E5%8C%97%E6%B5%B7%E9%81%93%20%E7%BE%8E%E5%94%84%E5%B8%82,見学可能な公的建築,,,公式サイト：https://www.artepiazza.jp/guide/map/art-space/
北海道,札幌市,あけぼのアート＆コミュニティセンター（旧曙小学校）,廃校活用・文化施設,,,,,,,"一般利用。旧小学校の教室・廊下を残した文化拠点。
狙い目：教室や廊下として造られた部分を現在の用途にどう使っているかを見る。学校時代の構成と新しい利用の重なりが狙い目。",https://akebono.concarino.or.jp/,https://www.google.com/maps/search/?api=1&query=%E3%81%82%E3%81%91%E3%81%BC%E3%81%AE%E3%82%A2%E3%83%BC%E3%83%88%EF%BC%86%E3%82%B3%E3%83%9F%E3%83%A5%E3%83%8B%E3%83%86%E3%82%A3%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%EF%BC%88%E6%97%A7%E6%9B%99%E5%B0%8F%E5%AD%A6%E6%A0%A1%EF%BC%89%20%E5%8C%97%E6%B5%B7%E9%81%93%20%E6%9C%AD%E5%B9%8C%E5%B8%82,見学可能な公的建築,,,公式サイト：https://akebono.concarino.or.jp/
北海道,札幌市,まこまる（旧真駒内緑小学校）,廃校活用・複合公共施設,,,,,,,"一般利用。学校建築を子育て・地域施設へ転用。
狙い目：教室や廊下として造られた部分を現在の用途にどう使っているかを見る。学校時代の構成と新しい利用の重なりが狙い目。",http://www.city.sapporo.jp/keikaku/kougai/makomanai/makomaru.html,https://www.google.com/maps/search/?api=1&query=%E3%81%BE%E3%81%93%E3%81%BE%E3%82%8B%EF%BC%88%E6%97%A7%E7%9C%9F%E9%A7%92%E5%86%85%E7%B7%91%E5%B0%8F%E5%AD%A6%E6%A0%A1%EF%BC%89%20%E5%8C%97%E6%B5%B7%E9%81%93%20%E6%9C%AD%E5%B9%8C%E5%B8%82,見学可能な公的建築,,,公式サイト：http://www.city.sapporo.jp/keikaku/kougai/makomanai/makomaru.html
北海道,北広島市,広葉交流センター いこーよ（旧広葉小学校）,廃校活用・交流施設,,,,,,,"一般利用。ニュータウンの旧学校を地域施設へ転用。
狙い目：学校として造られた建物を地域施設へ使い替えた点に注目。旧用途を読み取れる部分と現在の案内を照合する。",http://www.city.kitahiroshima.hokkaido.jp/hotnews/detail/00010640.html,https://www.google.com/maps/search/?api=1&query=%E5%BA%83%E8%91%89%E4%BA%A4%E6%B5%81%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E3%81%84%E3%81%93%E3%83%BC%E3%82%88%EF%BC%88%E6%97%A7%E5%BA%83%E8%91%89%E5%B0%8F%E5%AD%A6%E6%A0%A1%EF%BC%89%20%E5%8C%97%E6%B5%B7%E9%81%93%20%E5%8C%97%E5%BA%83%E5%B3%B6%E5%B8%82,見学可能な公的建築,,,公式サイト：http://www.city.kitahiroshima.hokkaido.jp/hotnews/detail/00010640.html
北海道,石狩市,石狩市学び交流センター（旧紅葉山小学校）,廃校活用・交流施設,,,,,,,"一般利用。学校校舎を学習交流施設として再利用。
狙い目：教室や廊下として造られた部分を現在の用途にどう使っているかを見る。学校時代の構成と新しい利用の重なりが狙い目。",,https://www.google.com/maps/search/?api=1&query=%E7%9F%B3%E7%8B%A9%E5%B8%82%E5%AD%A6%E3%81%B3%E4%BA%A4%E6%B5%81%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%EF%BC%88%E6%97%A7%E7%B4%85%E8%91%89%E5%B1%B1%E5%B0%8F%E5%AD%A6%E6%A0%A1%EF%BC%89%20%E5%8C%97%E6%B5%B7%E9%81%93%20%E7%9F%B3%E7%8B%A9%E5%B8%82,見学可能な公的建築,,,
北海道,新冠町,太陽の森 ディマシオ美術館（旧太陽小学校）,廃校活用・美術館,,,,,,,"一般利用。山間の旧校舎を巨大絵画の美術館に転用。
狙い目：教室や廊下として造られた部分を現在の用途にどう使っているかを見る。学校時代の構成と新しい利用の重なりが狙い目。",https://dimaccio-museum.jp/,https://www.google.com/maps/search/?api=1&query=%E5%A4%AA%E9%99%BD%E3%81%AE%E6%A3%AE%20%E3%83%87%E3%82%A3%E3%83%9E%E3%82%B7%E3%82%AA%E7%BE%8E%E8%A1%93%E9%A4%A8%EF%BC%88%E6%97%A7%E5%A4%AA%E9%99%BD%E5%B0%8F%E5%AD%A6%E6%A0%A1%EF%BC%89%20%E5%8C%97%E6%B5%B7%E9%81%93%20%E6%96%B0%E5%86%A0%E7%94%BA,見学可能な公的建築,,,公式サイト：https://dimaccio-museum.jp/
全国,,文部科学省 廃校施設等活用事例リンク集掲載施設,廃校活用・全国索引,,,,,,,"施設ごと。全国の廃校転用建築を用途別に追える公式索引。
狙い目：旧学校名と現在の用途を対応させ、用途が変わっても使われ続ける建築の例を比較する。見学条件は掲載施設ごとに異なる。",,https://www.google.com/maps/search/?api=1&query=%E6%96%87%E9%83%A8%E7%A7%91%E5%AD%A6%E7%9C%81%20%E5%BB%83%E6%A0%A1%E6%96%BD%E8%A8%AD%E7%AD%89%E6%B4%BB%E7%94%A8%E4%BA%8B%E4%BE%8B%E3%83%AA%E3%83%B3%E3%82%AF%E9%9B%86%E6%8E%B2%E8%BC%89%E6%96%BD%E8%A8%AD%20%E5%85%A8%E5%9B%BD%20,見学可能な公的建築,,,
東京都,江東区,豊洲市場,公設卸売市場,,,,,,,"一般見学。巨大な青果・水産物流施設を見学者通路から観察できる。
狙い目：荷物が流れる仕組みと人が見学する経路の関係に注目。実際の作業区域と来訪者の場所を分けて観察する。",https://www.toyosu-market.or.jp/,https://www.google.com/maps/search/?api=1&query=%E8%B1%8A%E6%B4%B2%E5%B8%82%E5%A0%B4%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%B1%9F%E6%9D%B1%E5%8C%BA,見学可能な公的建築,,,公式サイト：https://www.toyosu-market.or.jp/
東京都,大田区,大田市場,公設卸売市場,,,,,,,"一般見学。青果・花き・水産を扱う巨大市場建築。
狙い目：荷物が流れる仕組みと人が見学する経路の関係に注目。実際の作業区域と来訪者の場所を分けて観察する。",https://www.shijou.metro.tokyo.lg.jp/info/3,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E7%94%B0%E5%B8%82%E5%A0%B4%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E5%A4%A7%E7%94%B0%E5%8C%BA,見学可能な公的建築,,,公式サイト：https://www.shijou.metro.tokyo.lg.jp/info/3
東京都,豊島区,豊島市場,公設卸売市場,,,,,,,"見学可。都市内部に残る青果市場。
狙い目：荷物が流れる仕組みと人が見学する経路の関係に注目。実際の作業区域と来訪者の場所を分けて観察する。",,https://www.google.com/maps/search/?api=1&query=%E8%B1%8A%E5%B3%B6%E5%B8%82%E5%A0%B4%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E8%B1%8A%E5%B3%B6%E5%8C%BA,見学可能な公的建築,,,
東京都,新宿区,淀橋市場,公設卸売市場,,,,,,,"見学可。新宿の巨大青果物流拠点。
狙い目：荷物が流れる仕組みと人が見学する経路の関係に注目。実際の作業区域と来訪者の場所を分けて観察する。",https://www.shijou.metro.tokyo.lg.jp/info/5,https://www.google.com/maps/search/?api=1&query=%E6%B7%80%E6%A9%8B%E5%B8%82%E5%A0%B4%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%96%B0%E5%AE%BF%E5%8C%BA,見学可能な公的建築,,,公式サイト：https://www.shijou.metro.tokyo.lg.jp/info/5
東京都,足立区,足立市場,公設卸売市場,,,,,,,"見学可。水産物中心の公設市場。
狙い目：荷物が流れる仕組みと人が見学する経路の関係に注目。実際の作業区域と来訪者の場所を分けて観察する。",http://www.adachi-shijyo.or.jp/,https://www.google.com/maps/search/?api=1&query=%E8%B6%B3%E7%AB%8B%E5%B8%82%E5%A0%B4%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E8%B6%B3%E7%AB%8B%E5%8C%BA,見学可能な公的建築,,,公式サイト：http://www.adachi-shijyo.or.jp/
東京都,板橋区,板橋市場,公設卸売市場,,,,,,,"見学可。住宅地側にある卸売市場施設。
狙い目：荷物が流れる仕組みと人が見学する経路の関係に注目。実際の作業区域と来訪者の場所を分けて観察する。",,https://www.google.com/maps/search/?api=1&query=%E6%9D%BF%E6%A9%8B%E5%B8%82%E5%A0%B4%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%9D%BF%E6%A9%8B%E5%8C%BA,見学可能な公的建築,,,
東京都,足立区,北足立市場,公設卸売市場,,,,,,,"見学可。青果・花きを扱う物流建築。
狙い目：荷物が流れる仕組みと人が見学する経路の関係に注目。実際の作業区域と来訪者の場所を分けて観察する。",https://www.shijou.metro.tokyo.lg.jp/info/9,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E8%B6%B3%E7%AB%8B%E5%B8%82%E5%A0%B4%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E8%B6%B3%E7%AB%8B%E5%8C%BA,見学可能な公的建築,,,公式サイト：https://www.shijou.metro.tokyo.lg.jp/info/9
東京都,江戸川区,葛西市場,公設卸売市場,,,,,,,"見学可。東部の青果・花き市場。
狙い目：荷物が流れる仕組みと人が見学する経路の関係に注目。実際の作業区域と来訪者の場所を分けて観察する。",https://www.shijou.metro.tokyo.lg.jp/info/11/,https://www.google.com/maps/search/?api=1&query=%E8%91%9B%E8%A5%BF%E5%B8%82%E5%A0%B4%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%B1%9F%E6%88%B8%E5%B7%9D%E5%8C%BA,見学可能な公的建築,,,公式サイト：https://www.shijou.metro.tokyo.lg.jp/info/11/
岡山県,岡山市,岡山市中央卸売市場,公設卸売市場,,,,,,,"受付・見学。守衛室で受付して市場施設を見学できる。
狙い目：荷物が流れる仕組みと人が見学する経路の関係に注目。実際の作業区域と来訪者の場所を分けて観察する。",https://okayamaichiba.jp/,https://www.google.com/maps/search/?api=1&query=%E5%B2%A1%E5%B1%B1%E5%B8%82%E4%B8%AD%E5%A4%AE%E5%8D%B8%E5%A3%B2%E5%B8%82%E5%A0%B4%20%E5%B2%A1%E5%B1%B1%E7%9C%8C%20%E5%B2%A1%E5%B1%B1%E5%B8%82,見学可能な公的建築,,,公式サイト：https://okayamaichiba.jp/
東京都,江東区,東京都虹の下水道館,下水道・体験施設,〖徹底比較〗東京都虹の下水道館と小平市ふれあい下水道館に行ってきた！,https://tabicoffret.com/article/81796/,,,,,"有明水再生センター5階にある東京都下水道局の広報施設。「レインボータウン」を舞台に、下水道管・ポンプ所・中央監視室・水質検査室での仕事を体験する構成。
狙い目：普段立ち入れないインフラの仕事場を、来館者向けの室内空間として再現している点。",https://www.nijinogesuidoukan.jp/,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E9%83%BD%E8%99%B9%E3%81%AE%E4%B8%8B%E6%B0%B4%E9%81%93%E9%A4%A8%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E6%B1%9F%E6%9D%B1%E5%8C%BA,見学可能な公的建築,,,公式サイト：https://www.nijinogesuidoukan.jp/
