都道府県,市区町村,店舗名・施設名,分類,関連リンク1タイトル,関連リンク1URL,関連リンク2タイトル,関連リンク2URL,関連リンク3タイトル,関連リンク3URL,説明・狙い目,公式サイト,Googleマップ,雰囲気,公式検索,地図検索名,参照
石川県,金沢市,香林坊アトリオ,モールコア,石川物件巡り「バブルの香り」・香林坊アトリオ,https://note.com/omemeblog/n/nb923931775a5,まちしるべ案内 香林坊（その2）,https://keroge.blog.jp/archives/23611955.html,香林坊アトリオ・大和（建築資料）,https://tsurutani.co.jp/1986/09/01/atrio-daiwa/,1986年開業の再開発型商業施設。地下1階から地上4階まで連続する吹き抜け、アーチ状トップライト、2階のからくり時計「アトリオクロック」、イベント用アトリオステージを現在も備え、大和百貨店と各階で接続する。狙い目：吹き抜けを縦に見る回廊、からくり時計、地下食品売場、トップライトとステージ、百貨店との連絡動線。,https://www.clasoplace-korinbo.com/,https://www.google.com/maps/search/?api=1&query=%E9%A6%99%E6%9E%97%E5%9D%8A%E3%82%A2%E3%83%88%E3%83%AA%E3%82%AA%20%E7%9F%B3%E5%B7%9D%E7%9C%8C%E9%87%91%E6%B2%A2%E5%B8%82%E9%A6%99%E6%9E%97%E5%9D%8A1-1-1,モールコア,,,公式サイト：https://www.clasoplace-korinbo.com/
東京都,台東区,浅草ROX,モールコア,浅草ROXを歩く（館内・旧施設の記録）,https://ovanrei.hatenablog.com/entry/2022/04/06/210000,浅草ROXの開業・増築沿革（テーオーシー）,https://www.toc.co.jp/toc/sustainability/assets/pdf/report2025.pdf,浅草ROX（台東区まちづくり基礎調査）,https://www.city.taito.lg.jp/kenchiku/machidukuri/chikumachizukuri/asakusa/asakusamachidukuri.files/kisochousahoukokusho.pdf,1986年開業の浅草六区の複合商業施設。ROX本館を中心にROX2G・ROX・3G・ROX DOMEが連結し、買物、飲食、温浴、フィットネス、ゲーム・バッティングなどを内包する。増築と建替えを重ねた複数棟の動線、長い館内移動、旧来の娯楽施設の痕跡を現在も歩いて観察できる。狙い目：本館と別棟の接続、階別の店舗街、まつり湯への動線、ROX DOME、旧アミューズメント区画の痕跡。,https://www.rox.co.jp/,https://www.google.com/maps/search/?api=1&query=%E6%B5%85%E8%8D%89ROX%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8F%B0%E6%9D%B1%E5%8C%BA%E6%B5%85%E8%8D%891-25-15,モールコア,,,公式サイト：https://www.rox.co.jp/
東京都,練馬区,光が丘IMA,モールコア,IMAホール紹介・光の広場とIMAストリート,https://www.illuminus-creative.net/sketch/?p=4668,光が丘IMA訪問記（中央広場・館内案内板）,https://depart-tabi.blogspot.com/2025/06/ima199810.html,光が丘駅前から光が丘公園まで（写真記録）,https://www.townphoto.net/tokyo/hikarigaoka.html,1987年開業のニュータウン型複合SC。館内に「IMAストリート」と中央の吹き抜け「光の広場」があり、ホール・飲食・複数棟を商業動線でつなぐ。大規模改装後も中央広場、回廊、館内案内板が現存する。狙い目：IMAストリート、光の広場、東館・南館・LIVIN・イマミセの接続、駅・公園側の歩行者動線。,https://www.ima-hikarigaoka.jp/,https://www.google.com/maps/search/?api=1&query=%E5%85%89%E3%81%8C%E4%B8%98IMA%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E7%B7%B4%E9%A6%AC%E5%8C%BA,モールコア,,,公式サイト：https://www.ima-hikarigaoka.jp/
東京都,多摩市,京王聖蹟桜ヶ丘ショッピングセンター,モールコア,京王聖蹟桜ヶ丘SC施設案内（連絡ブリッジ・中央通路）,https://www.keiosc.co.jp/property/,,,聖蹟桜ヶ丘の歴史展（センターコート）,https://tamanewtown.com/seiseki-history-exhibition/,1986年開業の駅一体型SC。A・B・C館とさくらゲートを4階連絡ブリッジや中央通路で接続し、複数棟を一つの商業街として回遊できる。狙い目：4階連絡ブリッジ、B館中央通路、丘のうえキッチン、駅改札から各館へ変化する上下動線。,http://www.keio-sc.jp/,https://www.google.com/maps/search/?api=1&query=%E4%BA%AC%E7%8E%8B%E8%81%96%E8%B9%9F%E6%A1%9C%E3%83%B6%E4%B8%98%E3%82%B7%E3%83%A7%E3%83%83%E3%83%94%E3%83%B3%E3%82%B0%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%20%E5%A4%9A%E6%91%A9%E5%B8%82,モールコア,,,
北海道,札幌市厚別区,新さっぽろアークシティ サンピアザ,モールコア,サンピアザ・デュオ フロアガイド（吹き抜け・光の広場）,https://www.sunpi-duo.com/common/pdf/floorguide.pdf,新さっぽろアークシティ商業施設棟概要,https://www.arc-city.com/news_s2018/news_s20250814.pdf,サンピアザ水族館訪問記（駅直結モールの動線）,https://chihirog.com/sunpiazza-aquarium/,1977年開業の副都心型SC。サンピアザ、デュオ、カテプリ、イオン、駅・公共施設を地下・地上の連絡動線で結び、現行フロアガイドにも「光の広場」と吹き抜けスペースが残る。狙い目：吹き抜け、光の広場、地下鉄・JRからの連絡、サンピアザ水族館への館内動線。,http://www.sunpi-duo.com/,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E3%81%95%E3%81%A3%E3%81%BD%E3%82%8D%E3%82%A2%E3%83%BC%E3%82%AF%E3%82%B7%E3%83%86%E3%82%A3%20%E3%82%B5%E3%83%B3%E3%83%94%E3%82%A2%E3%82%B6%20%E5%8C%97%E6%B5%B7%E9%81%93%20%E6%9C%AD%E5%B9%8C%E5%B8%82%E5%8E%9A%E5%88%A5%E5%8C%BA,モールコア,,,
山口県,下関市,シーモール下関,モールコア,シーモール下関の吹き抜け・回廊・屋上庭園訪問記,https://ameblo.jp/kobaden-shoutengai/entry-12831803979.html,シーモール下関の吹き抜けと小川の記録,https://tikikiti.jp/fukuhomu/38308.html,,,1977年開業の駅前大型SC。館内に吹き抜けと長い回廊、屋上庭園、旧ゲームコーナーの装飾が残り、百貨店・専門店・駅前広場を一体化した人工的な商業街を形成する。狙い目：シーモール側吹き抜け、回廊、屋上庭園、旧来の案内・ゲーム空間。,https://www.seamall.jp/,https://www.google.com/maps/search/?api=1&query=%E3%82%B7%E3%83%BC%E3%83%A2%E3%83%BC%E3%83%AB%E4%B8%8B%E9%96%A2%20%E5%B1%B1%E5%8F%A3%E7%9C%8C%20%E4%B8%8B%E9%96%A2%E5%B8%82,モールコア,,,
兵庫県,尼崎市,グンゼタウンセンター つかしん,モールコア,つかしん（1985年開業・新しい街としてのSC史）,https://www.jcsc.or.jp/50th/history/,つかしん館内の広場・吹き抜け訪問記,https://ameblo.jp/ackn62/entry-12174101830.html,つかしんの開業当時と現在の記憶,https://note.com/tomonori353/n/n15dc0c1ef244,1985年開業。「新しい街」を施設内外に作る構想で整備された大型SC。現在もひがしまち・にしまち、ロマンチック広場、フードコート、温浴・スポーツ等をつなぐ長い回遊動線と、元百貨店由来の吹き抜けが残る。狙い目：ロマンチック広場、ひがしまち／にしまちの通り、中央インフォメーション付近の吹き抜け、温浴・スポーツへの接続。,https://www.tsukashin.com/,https://www.google.com/maps/search/?api=1&query=%E3%82%B0%E3%83%B3%E3%82%BC%E3%82%BF%E3%82%A6%E3%83%B3%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E3%81%A4%E3%81%8B%E3%81%97%E3%82%93%20%E5%85%B5%E5%BA%AB%E7%9C%8C%20%E5%B0%BC%E5%B4%8E%E5%B8%82,モールコア,,,
広島県,広島市西区,アルパーク,モールコア,広島アルパーク（センターコート・モール・ペデストリアンデッキ）,https://www.fujita.co.jp/works/1453/,,,アルパーク開業年・SC史（JCSC）,https://www.jcsc.or.jp/50th/history/,1990年開業の複合SC。大通りで分断された敷地を2階ペデストリアンデッキでつなぎ、センターコートとモールを核に東・西・北棟を回遊させる構成。現在も複数棟、映画館、イベント空間を営業し、計画時の人工的な街区構成を歩いて確認できる。狙い目：2階デッキ、センターコート、棟間モール、映画館・飲食への上下動線。,https://www.alpark.jp/,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%AB%E3%83%91%E3%83%BC%E3%82%AF%20%E5%BA%83%E5%B3%B6%E7%9C%8C%20%E5%BA%83%E5%B3%B6%E5%B8%82%E8%A5%BF%E5%8C%BA,モールコア,,,
千葉県,市川市,ニッケコルトンプラザ,モールコア,ニッケコルトンプラザ施設概要（広大な商業空間）,https://nikke-tp.sakura.ne.jp/sc/coltonplaza/,ニッケコルトンプラザ訪問・フロアガイド記録,https://daieisaison.jp/blog-entry-24.html,ニッケコルトンプラザの地域共生型SC史,https://www.nettam.jp/art-corporation/nikke/,1988年開業の地域共生型大型SC。工場跡地の広大な敷地に専門店モール、広場、ホール、屋外庭園、スポーツ施設を組み合わせ、屋内外を連続する商業街として構成する。狙い目：センターモール、コルトン広場、ホール・庭園・専門店モール間の回遊、開業時から続く複合用途。,https://www.nikke-cp.gr.jp/,https://www.google.com/maps/search/?api=1&query=%E3%83%8B%E3%83%83%E3%82%B1%E3%82%B3%E3%83%AB%E3%83%88%E3%83%B3%E3%83%97%E3%83%A9%E3%82%B6%20%E5%8D%83%E8%91%89%E7%9C%8C%E5%B8%82%E5%B7%9D%E5%B8%82%E9%AC%BC%E9%AB%981-1-1,モールコア,,,
大分県,大分市,トキハインダストリーあけのアクロスタウン,モールコア,あけのアクロスタウン館内見学（吹き抜け・旧来の階段・アクロスホール）,https://daieisaison.jp/?no=1455,大分市明野地区の歴史研究（明野アクロスタウンの変遷）,https://note.com/tomoharkou/n/nfc1043cdb746,,,1971年開業の明野センターを増床・改称してきた大型SC。本館地下1階〜4階と新館を接続し、館内吹き抜け、古い総合スーパー型の階段、専門店の「ごちそうの森」、アクロスホール、広場状空間を現在も営業している。狙い目：本館吹き抜け、旧来の階段・案内、地下から上層階への動線、新館レストラン街、アクロスホール。,https://www.tokiwa-industry.co.jp/shops/facility1.html,https://www.google.com/maps/search/?api=1&query=%E3%83%88%E3%82%AD%E3%83%8F%E3%82%A4%E3%83%B3%E3%83%80%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC%E3%81%82%E3%81%91%E3%81%AE%E3%82%A2%E3%82%AF%E3%83%AD%E3%82%B9%E3%82%BF%E3%82%A6%E3%83%B3%20%E5%A4%A7%E5%88%86%E7%9C%8C%E5%A4%A7%E5%88%86%E5%B8%82%E6%98%8E%E9%87%8E%E6%9D%B11-1-1,モールコア,,,公式サイト：https://www.tokiwa-industry.co.jp/shops/facility1.html
福岡県,中間市,イオンなかま店（旧ダイエーショッパーズモールなかま）,モールコア,旧ダイエーショッパーズモールなかまの館内訪問記,https://ameblo.jp/kobaden-shoutengai/entry-12833094076.html,,,,,旧ダイエーショッパーズモールなかまを継承する1990年代の複合SC。東館・西館・モール館を吹き抜け、エスカレーター、フードコート、映画館、ドーム屋根の連絡通路で接続し、現在も営業区画と映画館を利用できる。狙い目：東館の吹き抜け、広場からのエスカレーター、東西館を結ぶドーム状通路、旧フードコートと映画館の上下動線。,https://www.aeon.com/store/list/%E7%B7%8F%E5%90%88%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC/%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%BB%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%B9%E3%82%BF%E3%82%A4%E3%83%AB/%E4%B9%9D%E5%B7%9E%E5%9C%B0%E6%96%B9/%E7%A6%8F%E5%B2%A1%E7%9C%8C/%E3%82%A4%E3%82%AA%E3%83%B3%E3%81%AA%E3%81%8B%E3%81%BE%E5%BA%97/,https://www.google.com/maps/search/?api=1&query=%E3%82%A4%E3%82%AA%E3%83%B3%E3%81%AA%E3%81%8B%E3%81%BE%E5%BA%97%20%E7%A6%8F%E5%B2%A1%E7%9C%8C%E4%B8%AD%E9%96%93%E5%B8%82%E4%B8%8A%E8%93%AE%E8%8A%B1%E5%AF%BA1-1-1,モールコア,,,公式サイト：https://www.aeon.com/store/list/%E7%B7%8F%E5%90%88%E3%82%B9%E3%83%BC%E3%83%91%E3%83%BC/%E3%82%A4%E3%82%AA%E3%83%B3%E3%83%BB%E3%82%A4%E3%82%AA%E3%83%B3%E3%82%B9%E3%82%BF%E3%82%A4%E3%83%AB/%E4%B9%9D%E5%B7%9E%E5%9C%B0%E6%96%B9/%E7%A6%8F%E5%B2%A1%E7%9C%8C/%E3%82%A4%E3%82%AA%E3%83%B3%E3%81%AA%E3%81%8B%E3%81%BE%E5%BA%97/
