"都道府県","市区町村","店舗名・施設名","分類","評価","説明・狙い目","公式サイト","Googleマップ","雰囲気","公式検索","地図検索名","参照"
"福島県","いわき市","いわき市フラワーセンター","温室・花卉施設","A","地方公共施設型。温室と広い敷地の組み合わせ。
狙い目：広い敷地の中で温室がどう配置されているかを見る。屋外を歩く時間と屋内で植物を見る時間の対比が狙い目。","https://iwaki-flowercenter.com/","https://www.google.com/maps/search/?api=1&query=%E3%81%84%E3%82%8F%E3%81%8D%E5%B8%82%E3%83%95%E3%83%A9%E3%83%AF%E3%83%BC%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E3%81%84%E3%82%8F%E3%81%8D%E5%B8%82%20%E7%A6%8F%E5%B3%B6%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://iwaki-flowercenter.com/"
"茨城県","つくば市","筑波実験植物園","研究植物園・温室","S","研究都市＋温室群。実験施設と自然展示の境界が魅力。
狙い目：温室群を研究用の植物展示として読む。区画間の移動に沿って、展示環境の切り替えを見たい。","https://tbg.kahaku.go.jp/","https://www.google.com/maps/search/?api=1&query=%E7%AD%91%E6%B3%A2%E5%AE%9F%E9%A8%93%E6%A4%8D%E7%89%A9%E5%9C%92%20%E3%81%A4%E3%81%8F%E3%81%B0%E5%B8%82%20%E8%8C%A8%E5%9F%8E%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://tbg.kahaku.go.jp/"
"茨城県","水戸市","水戸市植物公園","植物園・温室","S","テラスガーデン、温室、公共建築の80〜90年代感。
狙い目：テラスガーデンから温室へ移る動線に注目。屋外の段差と公共建築の組み合わせを観察する。","http://www.mito-botanical-park.com/","https://www.google.com/maps/search/?api=1&query=%E6%B0%B4%E6%88%B8%E5%B8%82%E6%A4%8D%E7%89%A9%E5%85%AC%E5%9C%92%20%E6%B0%B4%E6%88%B8%E5%B8%82%20%E8%8C%A8%E5%9F%8E%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://www.mito-botanical-park.com/"
"栃木県","栃木市","とちぎ花センター","大温室","A","大型鑑賞温室と地方レジャー施設感。
狙い目：大型温室が園全体の中で占める存在感が対象。観賞する位置を変え、植物と建築のスケールを比べたい。","http://www.florence.jp/","https://www.google.com/maps/search/?api=1&query=%E3%81%A8%E3%81%A1%E3%81%8E%E8%8A%B1%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E6%A0%83%E6%9C%A8%E5%B8%82%20%E6%A0%83%E6%9C%A8%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://www.florence.jp/"
"群馬県","前橋市","ぐんまフラワーパーク","植物公園・温室","B","大型県立系施設。再整備状況は訪問前確認推奨。
狙い目：再整備後の案内図を起点に、公開エリアの構成を確認して歩く。過去の施設像と現在の姿を混同しないようにしたい。","http://www.flower-park.jp/","https://www.google.com/maps/search/?api=1&query=%E3%81%90%E3%82%93%E3%81%BE%E3%83%95%E3%83%A9%E3%83%AF%E3%83%BC%E3%83%91%E3%83%BC%E3%82%AF%20%E5%89%8D%E6%A9%8B%E5%B8%82%20%E7%BE%A4%E9%A6%AC%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://www.flower-park.jp/"
"埼玉県","川口市","川口市立グリーンセンター","植物公園・温室","S","昭和の市営レジャー施設感が残る。園内施設込みで強い。
狙い目：温室単体より、園内の遊び・散策の場所とのつながりを見る。市営レジャー施設としての用途の混在が対象。","http://greencenter.1110city.com/","https://www.google.com/maps/search/?api=1&query=%E5%B7%9D%E5%8F%A3%E5%B8%82%E7%AB%8B%E3%82%B0%E3%83%AA%E3%83%BC%E3%83%B3%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E5%B7%9D%E5%8F%A3%E5%B8%82%20%E5%9F%BC%E7%8E%89%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://greencenter.1110city.com/"
"埼玉県","さいたま市","さいたま市園芸植物園","温室・園芸施設","A","園芸行政施設らしい実務的な雰囲気。
狙い目：栽培や園芸に関する案内と観覧空間の関係に注目。鑑賞だけでなく園芸の普及を目的とする施設として読む。","http://www.city.saitama.jp/008/004/004/p051834.html","https://www.google.com/maps/search/?api=1&query=%E3%81%95%E3%81%84%E3%81%9F%E3%81%BE%E5%B8%82%E5%9C%92%E8%8A%B8%E6%A4%8D%E7%89%A9%E5%9C%92%20%E3%81%95%E3%81%84%E3%81%9F%E3%81%BE%E5%B8%82%20%E5%9F%BC%E7%8E%89%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://www.city.saitama.jp/008/004/004/p051834.html"
"千葉県","千葉市","千葉市都市緑化植物園","植物園","B","市営の緑化啓発施設。観光化されすぎていない。
狙い目：植物の見せ方と緑化に関する案内に注目。散策の場と市営の啓発施設が重なる点を見たい。","http://www.cue-net.or.jp/kouen/chiba-toshiryokka/index.html","https://www.google.com/maps/search/?api=1&query=%E5%8D%83%E8%91%89%E5%B8%82%E9%83%BD%E5%B8%82%E7%B7%91%E5%8C%96%E6%A4%8D%E7%89%A9%E5%9C%92%20%E5%8D%83%E8%91%89%E5%B8%82%20%E5%8D%83%E8%91%89%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://www.cue-net.or.jp/kouen/chiba-toshiryokka/index.html"
"千葉県","千葉市","三陽メディアフラワーミュージアム","花の美術館・温室","A","湾岸の公共施設＋温室。人工的なリゾート感。
狙い目：湾岸の景観と温室の人工環境を対比して見る。施設名や運営・公開範囲の変更には現行案内を用いる。","https://sunsetbeachpark.jp/botanicamuseum/","https://www.google.com/maps/search/?api=1&query=%E4%B8%89%E9%99%BD%E3%83%A1%E3%83%87%E3%82%A3%E3%82%A2%E3%83%95%E3%83%A9%E3%83%AF%E3%83%BC%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%B8%E3%82%A2%E3%83%A0%20%E5%8D%83%E8%91%89%E5%B8%82%20%E5%8D%83%E8%91%89%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://sunsetbeachpark.jp/botanicamuseum/"
"神奈川県","鎌倉市","神奈川県立大船フラワーセンター","植物園・温室","A","県立施設らしい展示と園芸研究の名残。
狙い目：園芸展示の分類や案内表示を読み、植物を育てて見せる施設としての構成を観察したい。","http://www.fcofuna-kanagawa.jp/","https://www.google.com/maps/search/?api=1&query=%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E7%AB%8B%E5%A4%A7%E8%88%B9%E3%83%95%E3%83%A9%E3%83%AF%E3%83%BC%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%20%E9%8E%8C%E5%80%89%E5%B8%82%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://www.fcofuna-kanagawa.jp/"
"神奈川県","横浜市","横浜市こども植物園","植物園・温室","A","公共教育施設感が濃い。規模と古さがちょうどいい。
狙い目：園路の規模と植物の展示の近さに注目。教育用の植物園として歩く順序と説明の置かれ方を見る。","http://www.hama-midorinokyokai.or.jp/kodomo/","https://www.google.com/maps/search/?api=1&query=%E6%A8%AA%E6%B5%9C%E5%B8%82%E3%81%93%E3%81%A9%E3%82%82%E6%A4%8D%E7%89%A9%E5%9C%92%20%E6%A8%AA%E6%B5%9C%E5%B8%82%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：http://www.hama-midorinokyokai.or.jp/kodomo/"
"神奈川県","箱根町","箱根湿生花園","湿生植物園","A","温室型ではないが、木道と人工湿地に境界空間感がある。
狙い目：木道の線形と湿地の広がりを見たい。足元の人工的な歩行路と周囲の植生が接する境目が対象。","https://hakone-shisseikaen.com/","https://www.google.com/maps/search/?api=1&query=%E7%AE%B1%E6%A0%B9%E6%B9%BF%E7%94%9F%E8%8A%B1%E5%9C%92%20%E7%AE%B1%E6%A0%B9%E7%94%BA%20%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%20%E6%97%A5%E6%9C%AC","植物園・温室","","","公式サイト：https://hakone-shisseikaen.com/"
