"都道府県","市区町村","店舗名・施設名","分類","評価","説明・狙い目","公式サイト","Googleマップ","雰囲気","公式検索","地図検索名","参照"
"栃木県","下都賀郡壬生町","獨協医科大学病院店","","","獨協医科大学病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E7%8D%A8%E5%8D%94%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E7%8D%A8%E5%8D%94%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97%20%E7%8D%A8%E5%8D%94%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E7%8D%A8%E5%8D%94%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97"
"埼玉県","戸田市","戸田中央総合病院店","","","戸田中央総合病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E6%88%B8%E7%94%B0%E4%B8%AD%E5%A4%AE%E7%B7%8F%E5%90%88%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E6%88%B8%E7%94%B0%E4%B8%AD%E5%A4%AE%E7%B7%8F%E5%90%88%E7%97%85%E9%99%A2%E5%BA%97%20%E6%88%B8%E7%94%B0%E4%B8%AD%E5%A4%AE%E7%B7%8F%E5%90%88%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E6%88%B8%E7%94%B0%E4%B8%AD%E5%A4%AE%E7%B7%8F%E5%90%88%E7%97%85%E9%99%A2%E5%BA%97"
"東京都","文京区","好仁会東大病院店","","","東京大学医学部附属病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E5%A5%BD%E4%BB%81%E4%BC%9A%E6%9D%B1%E5%A4%A7%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E5%A5%BD%E4%BB%81%E4%BC%9A%E6%9D%B1%E5%A4%A7%E7%97%85%E9%99%A2%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E5%A4%A7%E5%AD%A6%E5%8C%BB%E5%AD%A6%E9%83%A8%E9%99%84%E5%B1%9E%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E5%A5%BD%E4%BB%81%E4%BC%9A%E6%9D%B1%E5%A4%A7%E7%97%85%E9%99%A2%E5%BA%97"
"東京都","練馬区","順天堂大学練馬病院店","","","順天堂大学医学部附属練馬病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E9%A0%86%E5%A4%A9%E5%A0%82%E5%A4%A7%E5%AD%A6%E7%B7%B4%E9%A6%AC%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E9%A0%86%E5%A4%A9%E5%A0%82%E5%A4%A7%E5%AD%A6%E7%B7%B4%E9%A6%AC%E7%97%85%E9%99%A2%E5%BA%97%20%E9%A0%86%E5%A4%A9%E5%A0%82%E5%A4%A7%E5%AD%A6%E5%8C%BB%E5%AD%A6%E9%83%A8%E9%99%84%E5%B1%9E%E7%B7%B4%E9%A6%AC%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E9%A0%86%E5%A4%A9%E5%A0%82%E5%A4%A7%E5%AD%A6%E7%B7%B4%E9%A6%AC%E7%97%85%E9%99%A2%E5%BA%97"
"東京都","江東区","がん研有明病院店","","","がん研有明病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E3%81%8C%E3%82%93%E7%A0%94%E6%9C%89%E6%98%8E%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E3%81%8C%E3%82%93%E7%A0%94%E6%9C%89%E6%98%8E%E7%97%85%E9%99%A2%E5%BA%97%20%E3%81%8C%E3%82%93%E7%A0%94%E6%9C%89%E6%98%8E%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E3%81%8C%E3%82%93%E7%A0%94%E6%9C%89%E6%98%8E%E7%97%85%E9%99%A2%E5%BA%97"
"東京都","新宿区","国立国際医療センター店","","","国立国際医療センター内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E5%9B%BD%E7%AB%8B%E5%9B%BD%E9%9A%9B%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E5%9B%BD%E7%AB%8B%E5%9B%BD%E9%9A%9B%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97%20%E5%9B%BD%E7%AB%8B%E5%9B%BD%E9%9A%9B%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E5%9B%BD%E7%AB%8B%E5%9B%BD%E9%9A%9B%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97"
"東京都","武蔵野市","武蔵野赤十字病院店","","","武蔵野赤十字病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E6%AD%A6%E8%94%B5%E9%87%8E%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E6%AD%A6%E8%94%B5%E9%87%8E%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97%20%E6%AD%A6%E8%94%B5%E9%87%8E%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E6%AD%A6%E8%94%B5%E9%87%8E%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97"
"東京都","品川区","昭和医科大学病院店","","","昭和医科大学病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E6%98%AD%E5%92%8C%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E6%98%AD%E5%92%8C%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97%20%E6%98%AD%E5%92%8C%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E6%98%AD%E5%92%8C%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97"
"東京都","小平市","国立精神・神経医療研究センター店","","","国立精神・神経医療研究センター内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E5%9B%BD%E7%AB%8B%E7%B2%BE%E7%A5%9E%E3%83%BB%E7%A5%9E%E7%B5%8C%E5%8C%BB%E7%99%82%E7%A0%94%E7%A9%B6%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E5%9B%BD%E7%AB%8B%E7%B2%BE%E7%A5%9E%E3%83%BB%E7%A5%9E%E7%B5%8C%E5%8C%BB%E7%99%82%E7%A0%94%E7%A9%B6%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97%20%E5%9B%BD%E7%AB%8B%E7%B2%BE%E7%A5%9E%E3%83%BB%E7%A5%9E%E7%B5%8C%E5%8C%BB%E7%99%82%E7%A0%94%E7%A9%B6%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E5%9B%BD%E7%AB%8B%E7%B2%BE%E7%A5%9E%E3%83%BB%E7%A5%9E%E7%B5%8C%E5%8C%BB%E7%99%82%E7%A0%94%E7%A9%B6%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%BA%97"
"東京都","新宿区","東京医科大学病院店","","","東京医科大学病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E6%9D%B1%E4%BA%AC%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E6%9D%B1%E4%BA%AC%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97"
"東京都","大田区","東邦大森病院店","","","東邦大学医療センター大森病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E6%9D%B1%E9%82%A6%E5%A4%A7%E6%A3%AE%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E9%82%A6%E5%A4%A7%E6%A3%AE%E7%97%85%E9%99%A2%E5%BA%97%20%E6%9D%B1%E9%82%A6%E5%A4%A7%E5%AD%A6%E5%8C%BB%E7%99%82%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E5%A4%A7%E6%A3%AE%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E6%9D%B1%E9%82%A6%E5%A4%A7%E6%A3%AE%E7%97%85%E9%99%A2%E5%BA%97"
"東京都","新宿区","東京女子医科大学病院店","","","東京女子医科大学病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E6%9D%B1%E4%BA%AC%E5%A5%B3%E5%AD%90%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E5%A5%B3%E5%AD%90%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E5%A5%B3%E5%AD%90%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E6%9D%B1%E4%BA%AC%E5%A5%B3%E5%AD%90%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97"
"神奈川県","横浜市中区","横浜市立みなと赤十字病院店","","","横浜市立みなと赤十字病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E6%A8%AA%E6%B5%9C%E5%B8%82%E7%AB%8B%E3%81%BF%E3%81%AA%E3%81%A8%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E6%A8%AA%E6%B5%9C%E5%B8%82%E7%AB%8B%E3%81%BF%E3%81%AA%E3%81%A8%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97%20%E6%A8%AA%E6%B5%9C%E5%B8%82%E7%AB%8B%E3%81%BF%E3%81%AA%E3%81%A8%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E6%A8%AA%E6%B5%9C%E5%B8%82%E7%AB%8B%E3%81%BF%E3%81%AA%E3%81%A8%E8%B5%A4%E5%8D%81%E5%AD%97%E7%97%85%E9%99%A2%E5%BA%97"
"神奈川県","横浜市青葉区","昭和医科大学藤が丘病院店","","","昭和医科大学藤が丘病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E6%98%AD%E5%92%8C%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E8%97%A4%E3%81%8C%E4%B8%98%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E6%98%AD%E5%92%8C%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E8%97%A4%E3%81%8C%E4%B8%98%E7%97%85%E9%99%A2%E5%BA%97%20%E6%98%AD%E5%92%8C%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E8%97%A4%E3%81%8C%E4%B8%98%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E6%98%AD%E5%92%8C%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E8%97%A4%E3%81%8C%E4%B8%98%E7%97%85%E9%99%A2%E5%BA%97"
"神奈川県","藤沢市","湘南藤沢徳洲会病院店","","","湘南藤沢徳洲会病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E6%B9%98%E5%8D%97%E8%97%A4%E6%B2%A2%E5%BE%B3%E6%B4%B2%E4%BC%9A%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E6%B9%98%E5%8D%97%E8%97%A4%E6%B2%A2%E5%BE%B3%E6%B4%B2%E4%BC%9A%E7%97%85%E9%99%A2%E5%BA%97%20%E6%B9%98%E5%8D%97%E8%97%A4%E6%B2%A2%E5%BE%B3%E6%B4%B2%E4%BC%9A%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E6%B9%98%E5%8D%97%E8%97%A4%E6%B2%A2%E5%BE%B3%E6%B4%B2%E4%BC%9A%E7%97%85%E9%99%A2%E5%BA%97"
"神奈川県","川崎市宮前区","聖マリアンナ医科大学病院店","","","聖マリアンナ医科大学病院内。病院利用者、付き添い、職員が利用する院内店舗。
狙い目：院内店舗として、店先と病院側の通行空間の境目、席から見える範囲を観察したい。院内を巡回するのではなく、店舗を利用できる範囲で見る。","https://shop.tullys.co.jp/all?keyword=%E8%81%96%E3%83%9E%E3%83%AA%E3%82%A2%E3%83%B3%E3%83%8A%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97","https://www.google.com/maps/search/?api=1&query=%E8%81%96%E3%83%9E%E3%83%AA%E3%82%A2%E3%83%B3%E3%83%8A%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97%20%E8%81%96%E3%83%9E%E3%83%AA%E3%82%A2%E3%83%B3%E3%83%8A%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%86%85","","","","公式サイト：https://shop.tullys.co.jp/all?keyword=%E8%81%96%E3%83%9E%E3%83%AA%E3%82%A2%E3%83%B3%E3%83%8A%E5%8C%BB%E7%A7%91%E5%A4%A7%E5%AD%A6%E7%97%85%E9%99%A2%E5%BA%97"
